config_id,cycles,diffusion_time,coarse_factor,trajectory_samples,mean_absolute_winding,mean_winding_error_from_fine,maximum_winding_error_from_fine,mean_direction_sphere_path_length,mean_direction_path_length_loss,maximum_direction_path_length_loss
n2_k0.5_b0.75_s0.75_rho0.25,2,0.25,1,257,0.13541293144226074,0.0,0.0,1.2919481992721558,0.0,0.0
n2_k0.5_b0.75_s0.75_rho0.25,2,0.25,2,129,0.13541293144226074,3.129408066016026e-09,5.960464477539063e-08,1.2909302711486816,0.0013241489650681615,0.0031783580780029297
n2_k0.5_b0.75_s0.75_rho0.25,2,0.25,4,65,0.13541293144226074,5.045037276829589e-09,8.940696716308594e-08,1.2866579294204712,0.005603407509624958,0.013312339782714844
n2_k0.5_b0.75_s0.75_rho0.25,2,0.25,8,33,0.13541291654109955,4.7913113476738545e-09,8.940696716308594e-08,1.2728468179702759,0.019414588809013367,0.050253868103027344
n2_k0.5_b0.75_s0.75_rho1,2,1.0,1,257,0.04094436764717102,0.0,0.0,0.4640832543373108,0.0,0.0
n2_k0.5_b0.75_s0.75_rho1,2,1.0,2,129,0.04094436764717102,7.062342932684373e-10,2.2351741790771484e-08,0.4639548659324646,0.0005211595562286675,0.00529855489730835
n2_k0.5_b0.75_s0.75_rho1,2,1.0,4,65,0.04094436764717102,7.502631849121144e-10,1.4901161193847656e-08,0.4634209871292114,0.0009372924687340856,0.006628513336181641
n2_k0.5_b0.75_s0.75_rho1,2,1.0,8,33,0.04094436764717102,8.427284980960792e-10,2.2351741790771484e-08,0.46221238374710083,0.002013640245422721,0.009111553430557251
n2_k0.5_b0.75_s1.25_rho0,2,0.0,1,257,0.28630727529525757,0.0,0.0,2.009815216064453,0.0,0.0
n2_k0.5_b0.75_s1.25_rho0,2,0.0,2,129,0.28630730509757996,1.266091231855171e-08,1.7881393432617188e-07,2.0068111419677734,0.0032745804637670517,0.009100198745727539
n2_k0.5_b0.75_s1.25_rho0,2,0.0,4,65,0.28630727529525757,1.038960117938359e-08,1.7881393432617188e-07,1.9951810836791992,0.014936602674424648,0.03750181198120117
n2_k0.5_b0.75_s1.25_rho0,2,0.0,8,33,0.28630727529525757,1.134452443096734e-08,1.7881393432617188e-07,1.9519996643066406,0.05808109790086746,0.14351272583007812
n2_k0.5_b0.75_s1.25_rho0.25,2,0.25,1,257,0.17038191854953766,0.0,0.0,1.1671587228775024,0.0,0.0
n2_k0.5_b0.75_s1.25_rho0.25,2,0.25,2,129,0.17038191854953766,5.779908995862115e-09,8.940696716308594e-08,1.1662997007369995,0.0012707737041637301,0.006900012493133545
n2_k0.5_b0.75_s1.25_rho0.25,2,0.25,4,65,0.17038191854953766,5.7232871775170224e-09,8.940696716308594e-08,1.1624096632003784,0.005004642531275749,0.011438608169555664
n2_k0.5_b0.75_s1.25_rho0.25,2,0.25,8,33,0.17038191854953766,5.620210963286354e-09,8.940696716308594e-08,1.1492412090301514,0.018041934818029404,0.04004979133605957
n2_k0.5_b0.75_s1.25_rho1,2,1.0,1,257,0.05632724612951279,0.0,0.0,0.4170874357223511,0.0,0.0
n2_k0.5_b0.75_s1.25_rho1,2,1.0,2,129,0.05632724612951279,8.282232122347466e-10,1.4901161193847656e-08,0.4169449806213379,0.0005713331047445536,0.004227697849273682
n2_k0.5_b0.75_s1.25_rho1,2,1.0,4,65,0.05632724612951279,6.651700301674168e-10,1.4901161193847656e-08,0.4163215160369873,0.0010379682062193751,0.004568755626678467
n2_k0.5_b0.75_s1.25_rho1,2,1.0,8,33,0.05632724612951279,1.0654147564181926e-09,2.2351741790771484e-08,0.41492584347724915,0.0022484518121927977,0.007052898406982422
n2_k0.5_b1.25_s0.75_rho0,2,0.0,1,257,0.15181893110275269,0.0,0.0,1.2187559604644775,0.0,0.0
n2_k0.5_b1.25_s0.75_rho0,2,0.0,2,129,0.15181893110275269,3.5976812640114986e-09,1.1920928955078125e-07,1.2179012298583984,0.0016445856308564544,0.008770503103733063
n2_k0.5_b1.25_s0.75_rho0,2,0.0,4,65,0.15181893110275269,5.421894488932821e-09,1.1920928955078125e-07,1.212612271308899,0.006868734955787659,0.01956009864807129
n2_k0.5_b1.25_s0.75_rho0,2,0.0,8,33,0.15181893110275269,4.7920578616356124e-09,8.940696716308594e-08,1.19487464427948,0.024549581110477448,0.07617330551147461
n2_k0.5_b1.25_s0.75_rho0.25,2,0.25,1,257,0.08440129458904266,0.0,0.0,0.7527379989624023,0.0,0.0
n2_k0.5_b1.25_s0.75_rho0.25,2,0.25,2,129,0.08440129458904266,1.4003186388222844e-09,5.960464477539063e-08,0.7527790665626526,0.0006710965535603464,0.003271147608757019
n2_k0.5_b1.25_s0.75_rho0.25,2,0.25,4,65,0.08440129458904266,1.8201787854721374e-09,5.960464477539063e-08,0.7509393095970154,0.0024885255843400955,0.007666349411010742
n2_k0.5_b1.25_s0.75_rho0.25,2,0.25,8,33,0.08440129458904266,1.6362509125400493e-09,5.960464477539063e-08,0.7459702491760254,0.007417085114866495,0.024509191513061523
n2_k0.5_b1.25_s0.75_rho1,2,1.0,1,257,0.02464301511645317,0.0,0.0,0.2766479551792145,0.0,0.0
n2_k0.5_b1.25_s0.75_rho1,2,1.0,2,129,0.02464301511645317,4.419473953465314e-10,7.450580596923828e-09,0.2770501673221588,0.0004381885810289532,0.0037939995527267456
n2_k0.5_b1.25_s0.75_rho1,2,1.0,4,65,0.02464301511645317,4.1750544688134994e-10,1.1175870895385742e-08,0.2770439386367798,0.0005024455604143441,0.00400206446647644
n2_k0.5_b1.25_s0.75_rho1,2,1.0,8,33,0.02464301511645317,5.037784633898923e-10,1.1175870895385742e-08,0.2766631245613098,0.0007237039390020072,0.004046231508255005
n2_k0.5_b1.25_s1.25_rho0,2,0.0,1,257,0.1816907376050949,0.0,0.0,1.12453031539917,0.0,0.0
n2_k0.5_b1.25_s1.25_rho0,2,0.0,2,129,0.1816907376050949,8.261010542298663e-09,1.7881393432617188e-07,1.122969627380371,0.001976248575374484,0.008844643831253052
n2_k0.5_b1.25_s1.25_rho0,2,0.0,4,65,0.1816907376050949,6.75955114104454e-09,1.1920928955078125e-07,1.1181421279907227,0.006780101917684078,0.01642453670501709
n2_k0.5_b1.25_s1.25_rho0,2,0.0,8,33,0.1816907376050949,6.307322664156345e-09,1.1920928955078125e-07,1.1011269092559814,0.023790867999196053,0.05605053901672363
n2_k0.5_b1.25_s1.25_rho0.25,2,0.25,1,257,0.106776162981987,0.0,0.0,0.6808297038078308,0.0,0.0
n2_k0.5_b1.25_s1.25_rho0.25,2,0.25,2,129,0.106776162981987,1.937223714776337e-09,4.470348358154297e-08,0.6807304620742798,0.0008261515176855028,0.005786776542663574
n2_k0.5_b1.25_s1.25_rho0.25,2,0.25,4,65,0.106776162981987,2.1577879483203333e-09,5.960464477539063e-08,0.678960919380188,0.002389373490586877,0.007899433374404907
n2_k0.5_b1.25_s1.25_rho0.25,2,0.25,8,33,0.106776162981987,3.352117694532808e-09,8.940696716308594e-08,0.6741423606872559,0.007016072049736977,0.018999814987182617
n2_k0.5_b1.25_s1.25_rho1,2,1.0,1,257,0.0341510996222496,0.0,0.0,0.24894003570079803,0.0,0.0
n2_k0.5_b1.25_s1.25_rho1,2,1.0,2,129,0.0341510996222496,8.354291702872274e-10,2.2351741790771484e-08,0.249148428440094,0.0006369348266161978,0.0047224462032318115
n2_k0.5_b1.25_s1.25_rho1,2,1.0,4,65,0.0341510996222496,7.236779508978941e-10,1.4901161193847656e-08,0.24911445379257202,0.0007991670863702893,0.005699574947357178
n2_k0.5_b1.25_s1.25_rho1,2,1.0,8,33,0.0341510996222496,1.0156491203616724e-09,2.2351741790771484e-08,0.24856685101985931,0.0011630291119217873,0.007337003946304321
n2_k1_b0.75_s0.75_rho0,2,0.0,1,257,0.3070344030857086,0.0,0.0,4.816708087921143,0.0,0.0
n2_k1_b0.75_s0.75_rho0,2,0.0,2,129,0.307034432888031,1.688320772075258e-08,2.384185791015625e-07,4.80691385269165,0.01005079597234726,0.03259849548339844
n2_k1_b0.75_s0.75_rho0,2,0.0,4,65,0.3070344030857086,1.9342108359410304e-08,1.7881393432617188e-07,4.767600059509277,0.049272242933511734,0.16291046142578125
n2_k1_b0.75_s0.75_rho0,2,0.0,8,33,0.307034432888031,2.138833110620908e-08,2.384185791015625e-07,4.615628242492676,0.20123927295207977,0.6771059036254883
n2_k1_b0.75_s0.75_rho0.25,2,0.25,1,257,0.23774822056293488,0.0,0.0,2.7737298011779785,0.0,0.0
n2_k1_b0.75_s0.75_rho0.25,2,0.25,2,129,0.2377481907606125,1.254225878710713e-08,1.7881393432617188e-07,2.7704708576202393,0.003346998244524002,0.006739139556884766
n2_k1_b0.75_s0.75_rho0.25,2,0.25,4,65,0.2377481907606125,1.218965461902144e-08,1.7881393432617188e-07,2.757671356201172,0.016122188419103622,0.032772064208984375
n2_k1_b0.75_s0.75_rho0.25,2,0.25,8,33,0.23774822056293488,1.4566840178531493e-08,1.7881393432617188e-07,2.7106075286865234,0.06316197663545609,0.13261890411376953
n2_k1_b0.75_s0.75_rho1,2,1.0,1,257,0.0813165083527565,0.0,0.0,0.9411453008651733,0.0,0.0
n2_k1_b0.75_s0.75_rho1,2,1.0,2,129,0.0813165158033371,1.2242264979533957e-09,2.9802322387695312e-08,0.9407269358634949,0.000534971768502146,0.002120792865753174
n2_k1_b0.75_s0.75_rho1,2,1.0,4,65,0.0813165158033371,8.959689101750712e-10,2.9802322387695312e-08,0.9388505220413208,0.002315848832949996,0.004314303398132324
n2_k1_b0.75_s0.75_rho1,2,1.0,8,33,0.0813165158033371,1.5981921341889915e-09,4.470348358154297e-08,0.9336029887199402,0.007549523841589689,0.014378070831298828
n2_k1_b0.75_s1.25_rho0,2,0.0,1,257,0.48245474696159363,0.0,0.0,4.36271858215332,0.0,0.0
n2_k1_b0.75_s1.25_rho0,2,0.0,2,129,0.48245474696159363,2.0784613141699992e-08,2.384185791015625e-07,4.3532843589782715,0.009560230188071728,0.030373573303222656
n2_k1_b0.75_s1.25_rho0,2,0.0,4,65,0.48245474696159363,2.253979758393143e-08,2.384185791015625e-07,4.316540718078613,0.04623335972428322,0.15107059478759766
n2_k1_b0.75_s1.25_rho0,2,0.0,8,33,0.48245474696159363,2.646956076546303e-08,3.5762786865234375e-07,4.1752777099609375,0.18747691810131073,0.6216096878051758
n2_k1_b0.75_s1.25_rho0.25,2,0.25,1,257,0.3099384307861328,0.0,0.0,2.476897716522217,0.0,0.0
n2_k1_b0.75_s1.25_rho0.25,2,0.25,2,129,0.3099384307861328,1.5909348505260823e-08,1.7881393432617188e-07,2.4739181995391846,0.003118322929367423,0.005822420120239258
n2_k1_b0.75_s1.25_rho0.25,2,0.25,4,65,0.3099384307861328,1.357581780325745e-08,1.1920928955078125e-07,2.4621851444244385,0.014761615544557571,0.026950597763061523
n2_k1_b0.75_s1.25_rho0.25,2,0.25,8,33,0.3099384307861328,1.7530206619653654e-08,1.6391277313232422e-07,2.4186391830444336,0.05828608572483063,0.10981273651123047
n2_k1_b0.75_s1.25_rho1,2,1.0,1,257,0.10989780724048615,0.0,0.0,0.8419261574745178,0.0,0.0
n2_k1_b0.75_s1.25_rho1,2,1.0,2,129,0.10989780724048615,1.8360016840190951e-09,5.960464477539063e-08,0.8415664434432983,0.000538851018063724,0.002820730209350586
n2_k1_b0.75_s1.25_rho1,2,1.0,4,65,0.10989780724048615,1.751908396130375e-09,5.960464477539063e-08,0.8397933840751648,0.002180282725021243,0.00484311580657959
n2_k1_b0.75_s1.25_rho1,2,1.0,8,33,0.10989780724048615,2.1307011710547386e-09,5.960464477539063e-08,0.8345468640327454,0.007388828322291374,0.016105294227600098
n2_k1_b1.25_s0.75_rho0,2,0.0,1,257,0.23569977283477783,0.0,0.0,2.6742427349090576,0.0,0.0
n2_k1_b1.25_s0.75_rho0,2,0.0,2,129,0.23569977283477783,1.2636705903901202e-08,1.7881393432617188e-07,2.6700050830841064,0.00456171715632081,0.013216972351074219
n2_k1_b1.25_s0.75_rho0,2,0.0,4,65,0.23569977283477783,1.1014003931109073e-08,1.7881393432617188e-07,2.6533379554748535,0.021217811852693558,0.06457328796386719
n2_k1_b1.25_s0.75_rho0,2,0.0,8,33,0.23569977283477783,1.1021606738381706e-08,1.7881393432617188e-07,2.591808557510376,0.08271888643503189,0.25893068313598633
n2_k1_b1.25_s0.75_rho0.25,2,0.25,1,257,0.15836498141288757,0.0,0.0,1.5713279247283936,0.0,0.0
n2_k1_b1.25_s0.75_rho0.25,2,0.25,2,129,0.15836498141288757,5.602114327984964e-09,1.7881393432617188e-07,1.5700438022613525,0.0015467428602278233,0.0036230087280273438
n2_k1_b1.25_s0.75_rho0.25,2,0.25,4,65,0.15836498141288757,4.5543764315425506e-09,8.940696716308594e-08,1.5642822980880737,0.007228074129670858,0.01668095588684082
n2_k1_b1.25_s0.75_rho0.25,2,0.25,8,33,0.15836498141288757,6.1073270885003694e-09,8.940696716308594e-08,1.5449379682540894,0.02655642107129097,0.06479907035827637
n2_k1_b1.25_s0.75_rho1,2,1.0,1,257,0.04905065521597862,0.0,0.0,0.5581038594245911,0.0,0.0
n2_k1_b1.25_s0.75_rho1,2,1.0,2,129,0.04905065521597862,9.518444921141622e-10,1.4901161193847656e-08,0.5580700635910034,0.0004475547175388783,0.004360675811767578
n2_k1_b1.25_s0.75_rho1,2,1.0,4,65,0.04905065521597862,8.654658656404024e-10,2.2351741790771484e-08,0.5573102831840515,0.0010668905451893806,0.0038513541221618652
n2_k1_b1.25_s0.75_rho1,2,1.0,8,33,0.04905065521597862,1.1857945736437614e-09,2.2351741790771484e-08,0.5555322766304016,0.002686845138669014,0.007361084222793579
n2_k1_b1.25_s1.25_rho0,2,0.0,1,257,0.3378724753856659,0.0,0.0,2.464270830154419,0.0,0.0
n2_k1_b1.25_s1.25_rho0,2,0.0,2,129,0.3378724753856659,1.2584721709174573e-08,1.1920928955078125e-07,2.45992374420166,0.0044706170447170734,0.010356426239013672
n2_k1_b1.25_s1.25_rho0,2,0.0,4,65,0.3378724753856659,1.4698939843071912e-08,1.7881393432617188e-07,2.4440650939941406,0.020298296585679054,0.0500335693359375
n2_k1_b1.25_s1.25_rho0,2,0.0,8,33,0.3378724753856659,1.5707783518337237e-08,1.7881393432617188e-07,2.3850581645965576,0.07930272072553635,0.20028209686279297
n2_k1_b1.25_s1.25_rho0.25,2,0.25,1,257,0.20286469161510468,0.0,0.0,1.4231147766113281,0.0,0.0
n2_k1_b1.25_s1.25_rho0.25,2,0.25,2,129,0.20286469161510468,6.4902474505856844e-09,1.1920928955078125e-07,1.421570062637329,0.0016635811189189553,0.005914449691772461
n2_k1_b1.25_s1.25_rho0.25,2,0.25,4,65,0.20286469161510468,8.376586535518982e-09,1.1920928955078125e-07,1.4162482023239136,0.006920875050127506,0.013482093811035156
n2_k1_b1.25_s1.25_rho0.25,2,0.25,8,33,0.20286469161510468,9.944648660109578e-09,1.1920928955078125e-07,1.3979270458221436,0.025202464312314987,0.05088973045349121
n2_k1_b1.25_s1.25_rho1,2,1.0,1,257,0.06730909645557404,0.0,0.0,0.501268208026886,0.0,0.0
n2_k1_b1.25_s1.25_rho1,2,1.0,2,129,0.06730909645557404,9.98858440404149e-10,1.4901161193847656e-08,0.5011343955993652,0.0004385611100587994,0.0033197999000549316
n2_k1_b1.25_s1.25_rho1,2,1.0,4,65,0.06730909645557404,9.596801131550592e-10,2.2351741790771484e-08,0.5003449320793152,0.001090040896087885,0.004690408706665039
n2_k1_b1.25_s1.25_rho1,2,1.0,8,33,0.06730909645557404,1.3939989162992106e-09,1.4901161193847656e-08,0.4983867406845093,0.0029199067503213882,0.008780211210250854
n2_k1.5_b0.75_s0.75_rho0,2,0.0,1,257,0.43693098425865173,0.0,0.0,7.727331161499023,0.0,0.0
n2_k1.5_b0.75_s0.75_rho0,2,0.0,2,129,0.43693098425865173,2.724952885557741e-08,2.384185791015625e-07,7.707676410675049,0.01981469616293907,0.06310844421386719
n2_k1.5_b0.75_s0.75_rho0,2,0.0,4,65,0.43693098425865173,2.7104977817771214e-08,2.384185791015625e-07,7.627470970153809,0.09997712075710297,0.3237276077270508
n2_k1.5_b0.75_s0.75_rho0,2,0.0,8,33,0.4369310140609741,2.7684135872618754e-08,2.384185791015625e-07,7.293139934539795,0.4342465400695801,1.3831872940063477
n2_k1.5_b0.75_s0.75_rho0.25,2,0.25,1,257,0.27510443329811096,0.0,0.0,4.330711841583252,0.0,0.0
n2_k1.5_b0.75_s0.75_rho0.25,2,0.25,2,129,0.27510443329811096,1.7783559513873115e-08,1.7881393432617188e-07,4.3246541023254395,0.006079306825995445,0.01369476318359375
n2_k1.5_b0.75_s0.75_rho0.25,2,0.25,4,65,0.27510443329811096,1.7225364246087338e-08,1.7881393432617188e-07,4.300774574279785,0.02995629794895649,0.06757259368896484
n2_k1.5_b0.75_s0.75_rho0.25,2,0.25,8,33,0.27510443329811096,1.9773441550796633e-08,1.7881393432617188e-07,4.210020065307617,0.12070395052433014,0.276275634765625
n2_k1.5_b0.75_s0.75_rho1,2,1.0,1,257,0.11836963891983032,0.0,0.0,1.43289315700531,0.0,0.0
n2_k1.5_b0.75_s0.75_rho1,2,1.0,2,129,0.11836963891983032,3.2959155404910234e-09,8.940696716308594e-08,1.432037353515625,0.000887111818883568,0.0019393563270568848
n2_k1.5_b0.75_s0.75_rho1,2,1.0,4,65,0.11836963891983032,3.4452125596828864e-09,8.940696716308594e-08,1.428672194480896,0.0042268759571015835,0.0067778825759887695
n2_k1.5_b0.75_s0.75_rho1,2,1.0,8,33,0.11836963891983032,3.7080332138117456e-09,7.450580596923828e-08,1.4174778461456299,0.015415160916745663,0.027962327003479004
n2_k1.5_b0.75_s1.25_rho0,2,0.0,1,257,0.6249514222145081,0.0,0.0,6.756852149963379,0.0,0.0
n2_k1.5_b0.75_s1.25_rho0,2,0.0,2,129,0.6249514222145081,3.53730946756059e-08,3.5762786865234375e-07,6.739743232727051,0.01715112291276455,0.0755910873413086
n2_k1.5_b0.75_s1.25_rho0,2,0.0,4,65,0.6249514818191528,3.592681352415639e-08,4.76837158203125e-07,6.671578884124756,0.08527662605047226,0.3848762512207031
n2_k1.5_b0.75_s1.25_rho0,2,0.0,8,33,0.6249514818191528,4.0073736329304666e-08,4.76837158203125e-07,6.387299537658691,0.36955276131629944,1.728102684020996
n2_k1.5_b0.75_s1.25_rho0.25,2,0.25,1,257,0.4019686281681061,0.0,0.0,3.85102915763855,0.0,0.0
n2_k1.5_b0.75_s1.25_rho0.25,2,0.25,2,129,0.4019686281681061,2.081278438481604e-08,3.5762786865234375e-07,3.845489740371704,0.005597702227532864,0.012079715728759766
n2_k1.5_b0.75_s1.25_rho0.25,2,0.25,4,65,0.4019686281681061,1.9935658457370664e-08,3.5762786865234375e-07,3.823577642440796,0.02745121158659458,0.05912065505981445
n2_k1.5_b0.75_s1.25_rho0.25,2,0.25,8,33,0.4019686281681061,2.133800514059203e-08,2.384185791015625e-07,3.7404792308807373,0.11054996401071548,0.2387990951538086
n2_k1.5_b0.75_s1.25_rho1,2,1.0,1,257,0.15762032568454742,0.0,0.0,1.2724037170410156,0.0,0.0
n2_k1.5_b0.75_s1.25_rho1,2,1.0,2,129,0.15762032568454742,4.685716703534126e-09,8.940696716308594e-08,1.2715846300125122,0.0008689954993315041,0.0025070905685424805
n2_k1.5_b0.75_s1.25_rho1,2,1.0,4,65,0.15762032568454742,4.2808752098721925e-09,8.940696716308594e-08,1.2683912515640259,0.004020880442112684,0.0073664188385009766
n2_k1.5_b0.75_s1.25_rho1,2,1.0,8,33,0.15762032568454742,4.897652505775341e-09,8.940696716308594e-08,1.2577358484268188,0.014667751267552376,0.027867794036865234
n2_k1.5_b1.25_s0.75_rho0,2,0.0,1,257,0.296115905046463,0.0,0.0,4.231432914733887,0.0,0.0
n2_k1.5_b1.25_s0.75_rho0,2,0.0,2,129,0.296115905046463,1.8814507285469517e-08,1.7881393432617188e-07,4.223471164703369,0.008264340460300446,0.0268402099609375
n2_k1.5_b1.25_s0.75_rho0,2,0.0,4,65,0.296115905046463,1.9526805061786945e-08,1.7881393432617188e-07,4.1910929679870605,0.04056625813245773,0.13231658935546875
n2_k1.5_b1.25_s0.75_rho0,2,0.0,8,33,0.296115905046463,2.008201605008253e-08,1.7881393432617188e-07,4.066807270050049,0.16477224230766296,0.5455942153930664
n2_k1.5_b1.25_s0.75_rho0.25,2,0.25,1,257,0.22285304963588715,0.0,0.0,2.466963291168213,0.0,0.0
n2_k1.5_b1.25_s0.75_rho0.25,2,0.25,2,129,0.22285304963588715,1.1757201434647868e-08,1.1920928955078125e-07,2.464226245880127,0.0028515697922557592,0.005681037902832031
n2_k1.5_b1.25_s0.75_rho0.25,2,0.25,4,65,0.22285304963588715,1.0532787975137126e-08,1.7881393432617188e-07,2.453361988067627,0.013669498264789581,0.028127431869506836
n2_k1.5_b1.25_s0.75_rho0.25,2,0.25,8,33,0.22285304963588715,1.1308144642896423e-08,1.1920928955078125e-07,2.4139671325683594,0.0530482642352581,0.11277079582214355
n2_k1.5_b1.25_s0.75_rho1,2,1.0,1,257,0.07324820756912231,0.0,0.0,0.8446117043495178,0.0,0.0
n2_k1.5_b1.25_s0.75_rho1,2,1.0,2,129,0.07324820756912231,1.5015058085765531e-09,2.9802322387695312e-08,0.8441577553749084,0.0005495315417647362,0.002798795700073242
n2_k1.5_b1.25_s0.75_rho1,2,1.0,4,65,0.07324820756912231,1.4008784132713004e-09,2.9802322387695312e-08,0.8425766229629517,0.002076508244499564,0.0042372941970825195
n2_k1.5_b1.25_s0.75_rho1,2,1.0,8,33,0.07324820756912231,1.9516823712706355e-09,2.9802322387695312e-08,0.8383422493934631,0.006295937113463879,0.012561261653900146
n2_k1.5_b1.25_s1.25_rho0,2,0.0,1,257,0.453885942697525,0.0,0.0,3.9151296615600586,0.0,0.0
n2_k1.5_b1.25_s1.25_rho0,2,0.0,2,129,0.453885942697525,2.342112104258831e-08,2.384185791015625e-07,3.906719207763672,0.0084639061242342,0.023465633392333984
n2_k1.5_b1.25_s1.25_rho0,2,0.0,4,65,0.453885942697525,1.8227813924909242e-08,2.384185791015625e-07,3.875175952911377,0.0399794802069664,0.11553430557250977
n2_k1.5_b1.25_s1.25_rho0,2,0.0,8,33,0.453885942697525,2.516371289118524e-08,2.384185791015625e-07,3.7546942234039307,0.16044294834136963,0.4723987579345703
n2_k1.5_b1.25_s1.25_rho0.25,2,0.25,1,257,0.2911601960659027,0.0,0.0,2.2159423828125,0.0,0.0
n2_k1.5_b1.25_s1.25_rho0.25,2,0.25,2,129,0.2911601960659027,1.2935533533209309e-08,1.7881393432617188e-07,2.213247537612915,0.002799665555357933,0.005668520927429199
n2_k1.5_b1.25_s1.25_rho0.25,2,0.25,4,65,0.2911601960659027,1.1485192352722606e-08,1.7881393432617188e-07,2.203122854232788,0.012862671166658401,0.022951602935791016
n2_k1.5_b1.25_s1.25_rho0.25,2,0.25,8,33,0.2911601960659027,1.4192968578186083e-08,1.7881393432617188e-07,2.166361093521118,0.04959063231945038,0.09210085868835449
n2_k1.5_b1.25_s1.25_rho1,2,1.0,1,257,0.09949533641338348,0.0,0.0,0.7564230561256409,0.0,0.0
n2_k1.5_b1.25_s1.25_rho1,2,1.0,2,129,0.09949533641338348,1.3642070806341167e-09,2.9802322387695312e-08,0.7560815811157227,0.0005246431101113558,0.0031848549842834473
n2_k1.5_b1.25_s1.25_rho1,2,1.0,4,65,0.09949533641338348,1.3517423846920451e-09,2.9802322387695312e-08,0.7545684576034546,0.0019012565026059747,0.004472613334655762
n2_k1.5_b1.25_s1.25_rho1,2,1.0,8,33,0.09949533641338348,1.4194005970580292e-09,2.9802322387695312e-08,0.7502782344818115,0.006144996266812086,0.013922333717346191
n3_k0.5_b0.75_s0.75_rho0,3,0.0,1,385,0.2774026393890381,0.0,0.0,3.229844808578491,0.0,0.0
n3_k0.5_b0.75_s0.75_rho0,3,0.0,2,193,0.2774026393890381,1.5167200828614114e-08,2.384185791015625e-07,3.2254905700683594,0.004879596643149853,0.012839317321777344
n3_k0.5_b0.75_s0.75_rho0,3,0.0,4,97,0.2774026393890381,1.4396695391383219e-08,2.384185791015625e-07,3.2073631286621094,0.02296210639178753,0.0605778694152832
n3_k0.5_b0.75_s0.75_rho0,3,0.0,8,49,0.2774026393890381,1.5987703605446768e-08,2.384185791015625e-07,3.1413400173187256,0.0888223871588707,0.24092674255371094
n3_k0.5_b0.75_s0.75_rho0.25,3,0.25,1,385,0.19524791836738586,0.0,0.0,1.9405875205993652,0.0,0.0
n3_k0.5_b0.75_s0.75_rho0.25,3,0.25,2,193,0.19524791836738586,6.4838112656673275e-09,1.1920928955078125e-07,1.9389840364456177,0.0019229198805987835,0.004065990447998047
n3_k0.5_b0.75_s0.75_rho0.25,3,0.25,4,97,0.19524791836738586,6.930815921180056e-09,1.1920928955078125e-07,1.9325534105300903,0.008406367152929306,0.018068790435791016
n3_k0.5_b0.75_s0.75_rho0.25,3,0.25,8,49,0.19524793326854706,8.071089574457346e-09,1.1920928955078125e-07,1.9116965532302856,0.029253220185637474,0.06628608703613281
n3_k0.5_b0.75_s0.75_rho1,3,1.0,1,385,0.060245171189308167,0.0,0.0,0.701241135597229,0.0,0.0
n3_k0.5_b0.75_s0.75_rho1,3,1.0,2,193,0.060245171189308167,1.4564042194464832e-09,2.9802322387695312e-08,0.7011268138885498,0.0006849652854725718,0.004370987415313721
n3_k0.5_b0.75_s0.75_rho1,3,1.0,4,97,0.060245171189308167,1.3023964129388332e-09,2.9802322387695312e-08,0.7003911733627319,0.0012485223123803735,0.006126046180725098
n3_k0.5_b0.75_s0.75_rho1,3,1.0,8,49,0.060245171189308167,1.478791755715747e-09,2.9802322387695312e-08,0.6985962986946106,0.0028245490975677967,0.012133359909057617
n3_k0.5_b0.75_s1.25_rho0,3,0.0,1,385,0.40858030319213867,0.0,0.0,2.9848649501800537,0.0,0.0
n3_k0.5_b0.75_s1.25_rho0,3,0.0,2,193,0.40858030319213867,1.4470526998877631e-08,2.384185791015625e-07,2.980591297149658,0.004603100474923849,0.01248788833618164
n3_k0.5_b0.75_s1.25_rho0,3,0.0,4,97,0.40858030319213867,1.4081753541006492e-08,2.384185791015625e-07,2.963406801223755,0.021863628178834915,0.05725860595703125
n3_k0.5_b0.75_s1.25_rho0,3,0.0,8,49,0.4085802733898163,1.8595669004639603e-08,2.384185791015625e-07,2.899549961090088,0.08568234741687775,0.2185969352722168
n3_k0.5_b0.75_s1.25_rho0.25,3,0.25,1,385,0.24993349611759186,0.0,0.0,1.745449423789978,0.0,0.0
n3_k0.5_b0.75_s1.25_rho0.25,3,0.25,2,193,0.24993351101875305,8.20821277613959e-09,1.7881393432617188e-07,1.744109034538269,0.0017956617521122098,0.011437416076660156
n3_k0.5_b0.75_s1.25_rho0.25,3,0.25,4,97,0.24993349611759186,9.638218223528838e-09,1.7881393432617188e-07,1.73814857006073,0.007607481442391872,0.014811277389526367
n3_k0.5_b0.75_s1.25_rho0.25,3,0.25,8,49,0.24993349611759186,1.0305741149352343e-08,1.7881393432617188e-07,1.718278169631958,0.027370046824216843,0.05185127258300781
n3_k0.5_b0.75_s1.25_rho1,3,1.0,1,385,0.0825161337852478,0.0,0.0,0.6271638870239258,0.0,0.0
n3_k0.5_b0.75_s1.25_rho1,3,1.0,2,193,0.0825161337852478,1.2551959471807095e-09,2.9802322387695312e-08,0.6269258856773376,0.0007449589902535081,0.00569760799407959
n3_k0.5_b0.75_s1.25_rho1,3,1.0,4,97,0.0825161337852478,1.2604197685561758e-09,2.9802322387695312e-08,0.6260057687759399,0.0014905508141964674,0.006979584693908691
