config_id,cycles,twist,guide_field,center_offset,diffusion_time,field_line_count,integration_step_count,endpoint_displacement_mean,endpoint_displacement_max,maximum_squashing_factor,p95_squashing_factor,mean_log10_squashing_factor,maximum_unconstrained_squashing_factor,maximum_mapping_stretch,mean_log_mapping_stretch,maximum_finite_length_lyapunov,minimum_mapping_jacobian_abs_determinant,mean_area_preservation_residual,maximum_area_preservation_residual,mean_absolute_neighbor_winding,maximum_absolute_neighbor_winding,neighbor_winding_over_quarter_turn_rate,mean_direction_sphere_path_length,maximum_direction_sphere_path_length,mean_integrated_parallel_current_abs,maximum_integrated_parallel_current_abs,finite_trajectory,maximum_numerical_divergence_abs,mean_magnetic_energy_density,mean_free_energy_density_above_guide,mean_current_density,maximum_current_density,mean_lorentz_force_density,maximum_lorentz_force_density,mean_force_free_misalignment_sine
n1_k1.5_b0.75_s0.75_rho1,1,1.5,0.75,0.75,1.0,169,128,0.6713778972625732,1.4147976636886597,3.1069586277008057,3.04474139213562,0.39517274498939514,3.14160418510437,1.6558728218078613,0.328318327665329,0.03152051568031311,0.9707169532775879,0.009829333983361721,0.031346917152404785,0.06454106420278549,0.1776115894317627,0.0,0.7038162350654602,0.9027071595191956,0.4999077618122101,1.2270087003707886,True,6.05359673500061e-06,0.284312903881073,0.003062903881072998,0.05057327449321747,0.3332853615283966,0.019223565235733986,0.042490750551223755,0.6320792436599731
n1_k1.5_b0.75_s1.25_rho0,1,1.5,0.75,1.25,0.0,169,128,2.00349497795105,5.420188903808594,64.2015380859375,45.964576721191406,1.2625789642333984,529.1261596679688,7.9470696449279785,1.4109410047531128,0.12955020368099213,0.07323497533798218,3.306551694869995,17.324729919433594,0.42956268787384033,1.6166383028030396,0.5128205418586731,3.5265583992004395,8.503674507141113,3.351396322250366,16.431657791137695,True,4.470348358154297e-05,0.3248346149921417,0.043584614992141724,0.1906745880842209,3.983604907989502,0.12396592646837234,3.066527843475342,0.5456688404083252
n1_k1.5_b0.75_s1.25_rho0.25,1,1.5,0.75,1.25,0.25,169,128,2.124136447906494,4.819225311279297,45.85650634765625,35.03289031982422,1.0297232866287231,939.8406372070312,6.7542314529418945,1.164765477180481,0.11938557773828506,0.006334720179438591,0.7880963683128357,6.807765483856201,0.2479390949010849,0.830852210521698,0.39743590354919434,2.0015926361083984,4.036414623260498,1.9682188034057617,7.54250431060791,True,2.9802322387695312e-05,0.2980166971683502,0.01676669716835022,0.12124034017324448,1.6173639297485352,0.05581853538751602,0.5868059992790222,0.5852473378181458
n1_k1.5_b0.75_s1.25_rho1,1,1.5,0.75,1.25,1.0,169,128,0.9716327786445618,2.030935525894165,4.2261552810668945,4.023076057434082,0.4581487476825714,4.32637357711792,1.9967008829116821,0.4359077215194702,0.04321851581335068,0.950978696346283,0.016298502683639526,0.04902130365371704,0.08796948194503784,0.2333061844110489,0.0,0.6378735303878784,0.8666873574256897,0.6990389227867126,1.7027132511138916,True,5.587935447692871e-06,0.2841443419456482,0.0028943419456481934,0.049311865121126175,0.32645121216773987,0.017976632341742516,0.04179327189922333,0.604181170463562
n1_k1.5_b1.25_s0.75_rho0,1,1.5,1.25,0.75,0.0,169,128,1.5907360315322876,3.730372905731201,35.14311981201172,27.549266815185547,1.0583181381225586,1750.2530517578125,5.73868989944458,1.1846829652786255,0.10920193791389465,0.006721723824739456,1.6824373006820679,9.755572319030762,0.21163615584373474,0.9870603680610657,0.29807692766189575,2.1354825496673584,6.3417558670043945,2.9541280269622803,15.97067928314209,True,4.470348358154297e-05,0.8250541687011719,0.043804168701171875,0.198687344789505,4.242640495300293,0.15075252950191498,2.7643370628356934,0.5278120040893555
n1_k1.5_b1.25_s0.75_rho0.25,1,1.5,1.25,0.75,0.25,169,128,1.1460059881210327,2.6400749683380127,14.61109733581543,12.630878448486328,0.7149490118026733,69.26993560791016,3.8067433834075928,0.7874013185501099,0.08354838192462921,0.10734953731298447,0.21911850571632385,1.1831529140472412,0.13006415963172913,0.4988827407360077,0.16346153616905212,1.2260870933532715,2.3701844215393066,1.5434868335723877,6.319856643676758,True,1.3969838619232178e-05,0.7983746528625488,0.017124652862548828,0.1260964572429657,1.6865475177764893,0.07934528589248657,0.5956553816795349,0.5780152082443237
n1_k1.5_b1.25_s0.75_rho1,1,1.5,1.25,0.75,1.0,169,128,0.4040800929069519,0.8737069368362427,2.37455415725708,2.3551673889160156,0.3371485769748688,2.3784072399139404,1.3510382175445557,0.1986684799194336,0.018804583698511124,0.9929666519165039,0.0033399339299649,0.009902715682983398,0.03764139860868454,0.10695267468690872,0.0,0.4119461476802826,0.5257568359375,0.5016328692436218,1.2406425476074219,True,6.05359673500061e-06,0.784312903881073,0.003062903881072998,0.05057327821850777,0.3332853615283966,0.03052717261016369,0.06953411549329758,0.6176179051399231
n1_k1.5_b1.25_s1.25_rho0,1,1.5,1.25,1.25,0.0,169,128,1.6988847255706787,4.799323081970215,62.77436065673828,37.22221755981445,1.0625662803649902,731.7311401367188,7.896853446960449,1.1949071884155273,0.1291540265083313,0.0341196246445179,1.300396203994751,10.957740783691406,0.26991498470306396,1.0698686838150024,0.39743590354919434,1.9911677837371826,4.641619682312012,3.4290103912353516,16.40506935119629,True,4.470348358154297e-05,0.8248346447944641,0.04358464479446411,0.1906745880842209,3.983604907989502,0.15231135487556458,3.066527843475342,0.5221918225288391
n1_k1.5_b1.25_s1.25_rho0.25,1,1.5,1.25,1.25,0.25,169,128,1.4476118087768555,3.5497937202453613,21.206710815429688,16.819732666015625,0.778179943561554,134.40695190429688,4.601721286773682,0.8666922450065613,0.09540189802646637,0.11882031708955765,0.23861511051654816,1.2628405094146729,0.15896527469158173,0.5410294532775879,0.21153846383094788,1.1166176795959473,2.2467668056488037,1.9586478471755981,7.5425333976745605,True,2.9802322387695312e-05,0.7980166673660278,0.016766667366027832,0.12124035507440567,1.6173639297485352,0.07753317803144455,0.58680659532547,0.5606956481933594
n1_k1.5_b1.25_s1.25_rho1,1,1.5,1.25,1.25,1.0,169,128,0.5874680876731873,1.2333141565322876,2.7531135082244873,2.672941207885742,0.3661026656627655,2.778254985809326,1.5270979404449463,0.26960131525993347,0.026460573077201843,0.9878839254379272,0.005083667114377022,0.013628244400024414,0.05186815187335014,0.1431545466184616,0.0,0.37392356991767883,0.5051447153091431,0.6995636820793152,1.698686122894287,True,5.587935447692871e-06,0.7841443419456482,0.0028943419456481934,0.049311865121126175,0.32645121216773987,0.028447497636079788,0.06808386743068695,0.5904231667518616
n2_k0.5_b0.75_s0.75_rho0,2,0.5,0.75,0.75,0.0,169,256,1.6347006559371948,3.7549874782562256,44.726688385009766,35.34356689453125,1.0801469087600708,400.5151672363281,6.683748722076416,1.2058095932006836,0.05936497077345848,0.023446323350071907,1.6649030447006226,8.498736381530762,0.21448321640491486,1.0103870630264282,0.29487180709838867,2.1497316360473633,4.755565643310547,1.65655517578125,7.779994964599609,True,1.1641532182693481e-06,0.28640323877334595,0.005153238773345947,0.07002097368240356,1.4142135381698608,0.02493794821202755,0.30714863538742065,0.5016127824783325
n2_k0.5_b0.75_s0.75_rho0.25,2,0.5,0.75,0.75,0.25,169,256,1.2300076484680176,2.7916860580444336,15.173264503479004,12.922070503234863,0.6844788193702698,52.189571380615234,3.883192777633667,0.7425649166107178,0.04239555448293686,0.15379518270492554,0.18495498597621918,0.8598190546035767,0.13541293144226074,0.43448659777641296,0.16346153616905212,1.2919481992721558,2.1513497829437256,0.9900355935096741,3.900014877319336,True,3.026798367500305e-06,0.2832639515399933,0.002013951539993286,0.04437575489282608,0.5621825456619263,0.014818614348769188,0.06618442386388779,0.5532701015472412
n2_k0.5_b0.75_s0.75_rho1,2,0.5,0.75,0.75,1.0,169,256,0.453325480222702,0.9853276610374451,2.4718589782714844,2.4294114112854004,0.34465813636779785,2.4806406497955322,1.402528166770935,0.21922096610069275,0.010571138933300972,0.9918661713600159,0.0033443027641624212,0.008441448211669922,0.04094436764717102,0.11670827120542526,0.0,0.4640832543373108,0.584829568862915,0.3380826413631439,0.824159562587738,True,1.2996679288335145e-06,0.28160804510116577,0.0003580451011657715,0.017734166234731674,0.1110951229929924,0.006287024822086096,0.01380427461117506,0.6024096608161926
n2_k0.5_b0.75_s1.25_rho0,2,0.5,0.75,1.25,0.0,169,256,1.726337194442749,4.2585768699646,72.95736694335938,37.55036926269531,1.0898057222366333,1185.4561767578125,8.534802436828613,1.220464825630188,0.06700475513935089,0.03166012093424797,1.7833702564239502,11.534961700439453,0.28630727529525757,1.1342527866363525,0.39423078298568726,2.009815216064453,3.8156490325927734,2.1679069995880127,10.27177619934082,True,3.725290298461914e-06,0.2863776981830597,0.005127698183059692,0.06720376014709473,1.3278682231903076,0.024958541616797447,0.3407253623008728,0.49956580996513367
n2_k0.5_b0.75_s1.25_rho0.25,2,0.5,0.75,1.25,0.25,169,256,1.551988959312439,3.1501667499542236,22.760574340820312,17.807476043701172,0.7511271834373474,429.90924072265625,4.768227577209473,0.8197035789489746,0.04881170764565468,0.03782569617033005,0.2514422535896301,1.5039854049682617,0.17038191854953766,0.5109677314758301,0.2660256326198578,1.1671587228775024,1.961566686630249,1.2937219142913818,4.794891357421875,True,7.450580596923828e-06,0.28322258591651917,0.001972585916519165,0.04267027601599693,0.5391214489936829,0.014302536845207214,0.06520087271928787,0.5360705852508545
n2_k0.5_b0.75_s1.25_rho1,2,0.5,0.75,1.25,1.0,169,256,0.6578601598739624,1.3704636096954346,2.9413809776306152,2.8770318031311035,0.3779124617576599,2.9713473320007324,1.599483847618103,0.29406774044036865,0.014677530154585838,0.9864416718482971,0.005061644595116377,0.01355832815170288,0.05632724612951279,0.15131160616874695,0.0,0.4170874357223511,0.5492517948150635,0.47211551666259766,1.1491450071334839,True,2.153683453798294e-06,0.2815895676612854,0.0003395676612854004,0.017297854647040367,0.10881980508565903,0.005793152377009392,0.013489090837538242,0.5723958611488342
n2_k0.5_b1.25_s0.75_rho0,2,0.5,1.25,0.75,0.0,169,256,1.1359148025512695,2.8302969932556152,25.096660614013672,20.05931282043457,0.8085450530052185,64.0049057006836,4.9912614822387695,0.8994134068489075,0.05024027079343796,0.18946030735969543,0.4726896584033966,4.158109188079834,0.15181893110275269,0.7336817383766174,0.18589743971824646,1.2187559604644775,2.6309022903442383,1.847673773765564,9.188309669494629,True,1.1641532182693481e-06,0.7864031791687012,0.005153179168701172,0.07002096623182297,1.4142135381698608,0.036053720861673355,0.30714869499206543,0.48796722292900085
n2_k0.5_b1.25_s0.75_rho0.25,2,0.5,1.25,0.75,0.25,169,256,0.775656521320343,1.936735987663269,6.3779425621032715,5.60670280456543,0.5124026536941528,6.4475507736206055,2.494053602218628,0.5154325366020203,0.028559666126966476,0.8489999771118164,0.04238686338067055,0.1510000228881836,0.08440129458904266,0.30353307723999023,0.03846153989434242,0.7527379989624023,1.2671235799789429,1.0241584777832031,4.128683090209961,True,3.026798367500305e-06,0.7832639217376709,0.0020139217376708984,0.04437575489282608,0.5621825456619263,0.02315545827150345,0.09307873994112015,0.5426309704780579
n2_k0.5_b1.25_s0.75_rho1,2,0.5,1.25,0.75,1.0,169,256,0.27268150448799133,0.5965694785118103,2.1664175987243652,2.1552982330322266,0.31757670640945435,2.16723370552063,1.2241671085357666,0.1335606426000595,0.0063206469640135765,0.9965994954109192,0.001539339660666883,0.0035920143127441406,0.02464301511645317,0.07109834253787994,0.0,0.2766479551792145,0.34997645020484924,0.3385804295539856,0.8220796585083008,True,1.2996679288335145e-06,0.7816080451011658,0.0003580451011657715,0.017734166234731674,0.1110951229929924,0.010319732129573822,0.022953296080231667,0.5974549055099487
n2_k0.5_b1.25_s1.25_rho0,2,0.5,1.25,1.25,0.0,169,256,1.3453145027160645,3.038515567779541,33.343017578125,22.770427703857422,0.8468198776245117,183.67091369628906,5.772703170776367,0.9481441378593445,0.05478563904762268,0.06338415294885635,0.41583383083343506,3.5133347511291504,0.1816907376050949,0.7289348840713501,0.2660256326198578,1.12453031539917,2.1626577377319336,2.2147228717803955,10.584766387939453,True,3.725290298461914e-06,0.7863776683807373,0.005127668380737305,0.06720376014709473,1.3278682231903076,0.03587277978658676,0.3407253623008728,0.4860183894634247
