config_id,cycles,twist,guide_field,center_offset,diffusion_time,field_line_count,integration_step_count,endpoint_displacement_mean,endpoint_displacement_max,maximum_squashing_factor,p95_squashing_factor,mean_log10_squashing_factor,maximum_unconstrained_squashing_factor,maximum_mapping_stretch,mean_log_mapping_stretch,maximum_finite_length_lyapunov,minimum_mapping_jacobian_abs_determinant,mean_area_preservation_residual,maximum_area_preservation_residual,mean_absolute_neighbor_winding,maximum_absolute_neighbor_winding,neighbor_winding_over_quarter_turn_rate,mean_direction_sphere_path_length,maximum_direction_sphere_path_length,mean_integrated_parallel_current_abs,maximum_integrated_parallel_current_abs,finite_trajectory,maximum_numerical_divergence_abs,mean_magnetic_energy_density,mean_free_energy_density_above_guide,mean_current_density,maximum_current_density,mean_lorentz_force_density,maximum_lorentz_force_density,mean_force_free_misalignment_sine
n2_k0.5_b1.25_s1.25_rho0.25,2,0.5,1.25,1.25,0.25,169,256,1.0048468112945557,2.2540435791015625,8.402058601379395,7.5325188636779785,0.5647857785224915,8.917804718017578,2.8791353702545166,0.5826882123947144,0.03304656222462654,0.7925571203231812,0.05034762620925903,0.20744287967681885,0.106776162981987,0.3331027626991272,0.07371795177459717,0.6808297038078308,1.2464373111724854,1.3119163513183594,4.934967994689941,True,7.450580596923828e-06,0.7832225561141968,0.0019725561141967773,0.04267027974128723,0.5391214489936829,0.02222939021885395,0.09431848675012589,0.5257953405380249
n2_k0.5_b1.25_s1.25_rho1,2,0.5,1.25,1.25,1.0,169,256,0.3967914879322052,0.8411320447921753,2.3343505859375,2.3079543113708496,0.3316109776496887,2.3381402492523193,1.3310792446136475,0.18175218999385834,0.008937190286815166,0.9944814443588257,0.002245369367301464,0.005518555641174316,0.0341510996222496,0.0949745699763298,0.0,0.24894003570079803,0.33011311292648315,0.47254320979118347,1.1500309705734253,True,2.153683453798294e-06,0.7815896272659302,0.0003396272659301758,0.017297854647040367,0.10881980508565903,0.009496639482676983,0.022444559261202812,0.5677123069763184
n2_k1_b0.75_s0.75_rho0,2,1.0,0.75,0.75,0.0,169,256,2.2488608360290527,4.727015972137451,60.954078674316406,46.33299255371094,1.2401410341262817,433.4115905761719,7.807267189025879,1.389682650566101,0.06422046571969986,0.023624761030077934,3.404014825820923,15.571680068969727,0.3070344030857086,1.4553546905517578,0.4615384638309479,4.816708087921143,11.703866958618164,3.3467981815338135,11.071033477783203,True,2.3283064365386963e-06,0.3018628656864166,0.020612865686416626,0.14004194736480713,2.8284270763397217,0.06736338883638382,1.228594422340393,0.5292253494262695
n2_k1_b0.75_s0.75_rho0.25,2,1.0,0.75,0.75,0.25,169,256,2.0935540199279785,3.884608268737793,52.07926940917969,34.888126373291016,1.0531489849090576,462.336181640625,7.214019775390625,1.1802890300750732,0.06175082176923752,0.016226671636104584,1.3777416944503784,7.0311079025268555,0.23774822056293488,0.8993437886238098,0.3782051205635071,2.7737298011779785,4.565969467163086,1.7051397562026978,6.082447052001953,True,6.05359673500061e-06,0.28930580615997314,0.008055806159973145,0.08875150978565216,1.1243650913238525,0.034561336040496826,0.26473549008369446,0.5784434080123901
n2_k1_b0.75_s0.75_rho1,2,1.0,0.75,0.75,1.0,169,256,0.8951253890991211,1.8755708932876587,3.917091131210327,3.7743775844573975,0.44208669662475586,3.9764585494995117,1.910561203956604,0.4100226163864136,0.020231157541275024,0.9653581976890564,0.012911908328533173,0.034641802310943604,0.0813165083527565,0.21503882110118866,0.0,0.9411453008651733,1.171675205230713,0.6705808043479919,1.6417057514190674,True,2.599335857667029e-06,0.2826822102069855,0.0014322102069854736,0.03546833246946335,0.2221902459859848,0.013075333088636398,0.0278855599462986,0.6150352954864502
n2_k1_b0.75_s1.25_rho0,2,1.0,0.75,1.25,0.0,169,256,2.404195785522461,5.254781246185303,67.93645477294922,54.63138198852539,1.2667526006698608,1307.4395751953125,8.20920181274414,1.412988543510437,0.06578923761844635,0.016903284937143326,4.115195274353027,24.904178619384766,0.48245474696159363,2.1064727306365967,0.5416666865348816,4.36271858215332,8.992738723754883,4.325856685638428,19.81719207763672,True,7.450580596923828e-06,0.30176079273223877,0.02051079273223877,0.13440752029418945,2.6557364463806152,0.06811177730560303,1.3629014492034912,0.5270219445228577
n2_k1_b0.75_s1.25_rho0.25,2,1.0,0.75,1.25,0.25,169,256,2.329251766204834,4.8995747566223145,84.14884948730469,53.83019256591797,1.1780372858047485,1149.12841796875,9.169795036315918,1.3304526805877686,0.06924734264612198,0.01876535266637802,1.936316967010498,15.820972442626953,0.3099384307861328,1.1155303716659546,0.4743589758872986,2.476897716522217,3.972996711730957,2.5009961128234863,9.165260314941406,True,1.4901161193847656e-05,0.2891403138637543,0.007890313863754272,0.08534055203199387,1.0782428979873657,0.0337386354804039,0.26080289483070374,0.5603955984115601
n2_k1_b0.75_s1.25_rho1,2,1.0,0.75,1.25,1.0,169,256,1.282570719718933,2.57114315032959,6.014102935791016,5.479001045227051,0.5136743783950806,6.1107025146484375,2.418363571166992,0.5139489769935608,0.027596596628427505,0.9401549100875854,0.01967005990445614,0.05984508991241455,0.10989780724048615,0.269978404045105,0.03205128386616707,0.8419261574745178,1.087957501411438,0.9311504364013672,2.2855238914489746,True,4.307366907596588e-06,0.28260838985443115,0.0013583898544311523,0.034595709294080734,0.21763961017131805,0.012088232673704624,0.027321623638272285,0.5843889713287354
n2_k1_b1.25_s0.75_rho0,2,1.0,1.25,0.75,0.0,169,256,1.849022388458252,4.10448694229126,41.17416763305664,33.13577651977539,1.1425001621246338,6477.83935546875,6.261658668518066,1.274355411529541,0.057326409965753555,0.003523007035255432,2.7465341091156006,18.918872833251953,0.23569977283477783,1.1045866012573242,0.3493589758872986,2.6742427349090576,6.0580596923828125,3.3705296516418457,13.403131484985352,True,2.3283064365386963e-06,0.8018629550933838,0.02061295509338379,0.14004193246364594,2.8284270763397217,0.08878473192453384,1.2285945415496826,0.507876455783844
n2_k1_b1.25_s0.75_rho0.25,2,1.0,1.25,0.75,0.25,169,256,1.4310486316680908,3.0746946334838867,21.553743362426758,17.374752044677734,0.7592721581459045,1774.80908203125,4.638021945953369,0.8354660272598267,0.047946497797966,0.006811766419559717,0.30153748393058777,1.3889613151550293,0.15836498141288757,0.5228939652442932,0.2211538553237915,1.5713279247283936,2.602078437805176,1.9508116245269775,7.466338634490967,True,6.05359673500061e-06,0.7893058657646179,0.00805586576461792,0.08875150978565216,1.1243650913238525,0.05098198726773262,0.26473695039749146,0.558501124382019
n2_k1_b1.25_s0.75_rho1,2,1.0,1.25,0.75,1.0,169,256,0.543017566204071,1.1698843240737915,2.6837234497070312,2.617781162261963,0.3617417812347412,2.7025632858276367,1.4981157779693604,0.2605474293231964,0.012631505727767944,0.9882850050926208,0.004598061554133892,0.011870265007019043,0.04905065521597862,0.13819043338298798,0.0,0.5581038594245911,0.7018831372261047,0.6745398640632629,1.6394903659820557,True,2.599335857667029e-06,0.7826822400093079,0.0014322400093078613,0.03546833246946335,0.2221902459859848,0.02111906372010708,0.046082835644483566,0.6049522757530212
n2_k1_b1.25_s1.25_rho0,2,1.0,1.25,1.25,0.0,169,256,1.8756356239318848,4.549545764923096,70.10433959960938,40.47774887084961,1.1833994388580322,251.3907012939453,8.369817733764648,1.3326133489608765,0.06639475375413895,0.06538116186857224,2.5998446941375732,14.202221870422363,0.3378724753856659,1.3299546241760254,0.43910256028175354,2.464270830154419,4.7844719886779785,4.408771514892578,20.263565063476562,True,7.450580596923828e-06,0.8017608523368835,0.020510852336883545,0.13440752029418945,2.6557364463806152,0.08908049762248993,1.3629014492034912,0.5057909488677979
n2_k1_b1.25_s1.25_rho0.25,2,1.0,1.25,1.25,0.25,169,256,1.7712467908859253,3.513213634490967,32.73969268798828,26.40271759033203,0.8392389416694641,638.8743896484375,5.721096992492676,0.9298301935195923,0.05450501665472984,0.04095234349370003,0.3887324929237366,4.126404762268066,0.20286469161510468,0.676120936870575,0.317307710647583,1.4231147766113281,2.297271728515625,2.5454440116882324,9.509384155273438,True,1.4901161193847656e-05,0.7891403436660767,0.00789034366607666,0.08534055948257446,1.0782428979873657,0.04932964965701103,0.2608032822608948,0.5411248207092285
n2_k1_b1.25_s1.25_rho1,2,1.0,1.25,1.25,1.0,169,256,0.7865564823150635,1.6320909261703491,3.362680673599243,3.2418739795684814,0.4049868881702423,3.3985495567321777,1.7437644004821777,0.34547317028045654,0.01737644523382187,0.9812772870063782,0.006989093963056803,0.018722712993621826,0.06730909645557404,0.17650407552719116,0.0,0.501268208026886,0.6562643051147461,0.9421131610870361,2.297226905822754,True,4.307366907596588e-06,0.7826082706451416,0.0013582706451416016,0.034595709294080734,0.21763961017131805,0.01947290450334549,0.04501765966415405,0.5748202800750732
n2_k1.5_b0.75_s0.75_rho0,2,1.5,0.75,0.75,0.0,169,256,2.3324227333068848,5.265779495239258,79.60194396972656,46.665035247802734,1.250329852104187,5083.68115234375,8.827655792236328,1.387783408164978,0.0680590495467186,0.0019454254070296884,4.0456013679504395,19.870710372924805,0.43693098425865173,1.9225553274154663,0.5929487347602844,7.727331161499023,21.70866584777832,5.16792106628418,16.959455490112305,True,5.587935447692871e-06,0.3276289701461792,0.0463789701461792,0.2100628912448883,4.242640495300293,0.1288275122642517,2.7643368244171143,0.5494427680969238
n2_k1.5_b0.75_s0.75_rho0.25,2,1.5,0.75,0.75,0.25,169,256,2.638634443283081,4.665773391723633,61.143516540527344,51.65599822998047,1.2746007442474365,11293.5107421875,7.81412935256958,1.4309391975402832,0.06424792110919952,0.0011904713464900851,3.430793523788452,15.272382736206055,0.27510443329811096,1.0438741445541382,0.4615384638309479,4.330711841583252,7.560307502746582,2.076777935028076,7.260825157165527,True,1.3969838619232178e-05,0.2993755638599396,0.018125563859939575,0.13312725722789764,1.6865475177764893,0.059772226959466934,0.5956531763076782,0.6005532145500183
n2_k1.5_b0.75_s0.75_rho1,2,1.5,0.75,0.75,1.0,169,256,1.3127819299697876,2.6651010513305664,6.594197750091553,6.081294536590576,0.5404366254806519,6.374510288238525,2.535292863845825,0.5542199015617371,0.02907216176390648,0.8876420855522156,0.03341326117515564,0.11235791444778442,0.11836963891983032,0.30433109402656555,0.07692307978868484,1.43289315700531,1.7636854648590088,0.9869547486305237,2.428952217102051,True,6.05359673500061e-06,0.2844724655151367,0.0032224655151367188,0.05320249870419502,0.3332853615283966,0.02041694149374962,0.042490750551223755,0.6277945637702942
n2_k1.5_b0.75_s1.25_rho0,2,1.5,0.75,1.25,0.0,169,256,2.6545703411102295,5.620658874511719,83.06007385253906,63.19426727294922,1.4163925647735596,154.9415283203125,9.04503345489502,1.5816575288772583,0.06881924718618393,0.23932711780071259,6.577211856842041,27.833383560180664,0.6249514222145081,2.6661009788513184,0.6538461446762085,6.756852149963379,14.067093849182129,6.074382305145264,27.533830642700195,True,1.4901161193847656e-05,0.3273993134498596,0.04614931344985962,0.20161129534244537,3.983604907989502,0.1310560405254364,3.066528081893921,0.5470839142799377
n2_k1.5_b0.75_s1.25_rho0.25,2,1.5,0.75,1.25,0.25,169,256,2.7945613861083984,5.520456314086914,92.67501068115234,68.13810729980469,1.3724579811096191,209.81320190429688,9.625814437866211,1.5419881343841553,0.07076401263475418,0.07112136483192444,4.86269474029541,24.897594451904297,0.4019686281681061,1.3472541570663452,0.6089743375778198,3.85102915763855,6.48277473449707,3.4577925205230713,12.261187553405762,True,1.0710209608078003e-05,0.2990032136440277,0.01775321364402771,0.1280108243227005,1.617364525794983,0.05886533856391907,0.5868059992790222,0.5817480087280273
n2_k1.5_b0.75_s1.25_rho1,2,1.5,0.75,1.25,1.0,169,256,1.8385266065597534,3.514636993408203,11.853355407714844,10.32591724395752,0.6160255074501038,11.816046714782715,3.4303719997406006,0.6428369283676147,0.038520898669958115,0.7521984577178955,0.05732583999633789,0.2478015422821045,0.15762032568454742,0.3846479654312134,0.22435897588729858,1.2724037170410156,1.6097819805145264,1.359453558921814,3.3598411083221436,True,6.984919309616089e-06,0.2843063175678253,0.0030563175678253174,0.051893558353185654,0.32645943760871887,0.018938422203063965,0.04179327189922333,0.5965527296066284
n2_k1.5_b1.25_s0.75_rho0,2,1.5,1.25,0.75,0.0,169,256,2.125039577484131,4.196684837341309,52.606651306152344,47.32545852661133,1.2640676498413086,1074.731689453125,7.175652503967285,1.4086726903915405,0.06158417835831642,0.016470741480588913,3.592667818069458,21.188190460205078,0.296115905046463,1.2987620830535889,0.42628204822540283,4.231432914733887,10.270495414733887,4.932243824005127,16.27130126953125,True,5.587935447692871e-06,0.8276289105415344,0.046378910541534424,0.2100629061460495,4.242640495300293,0.15942606329917908,2.7643370628356934,0.5244011282920837
n2_k1.5_b1.25_s0.75_rho0.25,2,1.5,1.25,0.75,0.25,169,256,1.940756916999817,3.753366708755493,43.99519729614258,31.31332778930664,0.9811736941337585,241.6051483154297,6.632813930511475,1.101534128189087,0.05912591144442558,0.037074096500873566,0.9491171836853027,7.38851261138916,0.22285304963588715,0.8556663393974304,0.35256409645080566,2.466963291168213,3.9820973873138428,2.5947158336639404,9.768669128417969,True,1.3969838619232178e-05,0.7993755340576172,0.018125534057617188,0.13312725722789764,1.6865475177764893,0.08386227488517761,0.5956553816795349,0.5736294388771057
n2_k1.5_b1.25_s0.75_rho1,2,1.5,1.25,0.75,1.0,169,256,0.8083117604255676,1.7015355825424194,3.561093807220459,3.447136878967285,0.42113131284713745,3.613069534301758,1.8064937591552734,0.375222384929657,0.018480869010090828,0.9728288650512695,0.010299593210220337,0.02717113494873047,0.07324820756912231,0.19618795812129974,0.0,0.8446117043495178,1.054253339767456,1.0079981088638306,2.4669036865234375,True,6.05359673500061e-06,0.7844724059104919,0.0032224059104919434,0.053202494978904724,0.3332853615283966,0.03243059292435646,0.06953411549329758,0.6125486493110657
n2_k1.5_b1.25_s1.25_rho0,2,1.5,1.25,1.25,0.0,169,256,2.294008255004883,5.175631523132324,83.32819366455078,52.494598388671875,1.279550552368164,395.25030517578125,9.069077491760254,1.4288005828857422,0.06890220195055008,0.01686842553317547,4.053641319274902,19.200878143310547,0.453885942697525,1.9187636375427246,0.5320512652397156,3.9151296615600586,7.983365058898926,6.642215728759766,28.464279174804688,True,1.4901161193847656e-05,0.8273993134498596,0.04614931344985962,0.20161129534244537,3.983604907989502,0.16093380749225616,3.066528081893921,0.5222246646881104
n2_k1.5_b1.25_s1.25_rho0.25,2,1.5,1.25,1.25,0.25,169,256,2.2370448112487793,4.510757923126221,78.93635559082031,44.642391204833984,1.110469102859497,349.206787109375,8.882328033447266,1.2529325485229492,0.06825198978185654,0.016003046184778214,1.3941549062728882,8.34058666229248,0.2911601960659027,0.9140981435775757,0.4551282227039337,2.2159423828125,3.467177152633667,3.771334171295166,13.88817024230957,True,1.0710209608078003e-05,0.7990033030509949,0.017753303050994873,0.1280108392238617,1.617364525794983,0.08169838041067123,0.58680659532547,0.555743932723999
n2_k1.5_b1.25_s1.25_rho1,2,1.5,1.25,1.25,1.0,169,256,1.1619566679000854,2.3443291187286377,5.195656776428223,4.814956188201904,0.4880357086658478,5.283690452575684,2.236595392227173,0.4783942997455597,0.02515483647584915,0.956192672252655,0.015587827190756798,0.04380732774734497,0.09949533641338348,0.2437959611415863,0.0,0.7564230561256409,0.982556939125061,1.4014214277267456,3.434330940246582,True,6.984919309616089e-06,0.7843063473701477,0.003056347370147705,0.051893558353185654,0.32645943760871887,0.029962332919239998,0.06808386743068695,0.582044780254364
n3_k0.5_b0.75_s0.75_rho0,3,0.5,0.75,0.75,0.0,169,384,1.9055453538894653,4.274316787719727,48.38572692871094,39.51679992675781,1.2211452722549438,242.01466369628906,6.916781902313232,1.3608777523040771,0.04029063880443573,0.01919182576239109,3.398879051208496,15.599712371826172,0.2774026393890381,1.3339258432388306,0.4134615361690521,3.229844808578491,6.778964996337891,2.2034454345703125,11.799482345581055,True,4.656612873077393e-06,0.2865062355995178,0.005256235599517822,0.07138603925704956,1.4142135381698608,0.025423504412174225,0.30714863538742065,0.4999295175075531
n3_k0.5_b0.75_s0.75_rho0.25,3,0.5,0.75,0.75,0.25,169,384,1.6828721761703491,3.5961732864379883,32.14754867553711,21.879480361938477,0.8286803364753723,164.188232421875,5.669773578643799,0.9196030497550964,0.03614894300699234,0.10225539654493332,0.38880521059036255,3.216856002807617,0.19524791836738586,0.6628227233886719,0.28205129504203796,1.9405875205993652,3.1333537101745605,1.46121346950531,5.778803825378418,True,3.026798367500305e-06,0.28330397605895996,0.002053976058959961,0.04521944746375084,0.5621825456619263,0.015104798600077629,0.06618442386388779,0.5512852668762207
n3_k0.5_b0.75_s0.75_rho1,3,0.5,0.75,0.75,1.0,169,384,0.6787884831428528,1.4518637657165527,3.070688486099243,2.979513645172119,0.38993871212005615,3.1063525676727295,1.6462459564208984,0.3190058767795563,0.010385365225374699,0.9821292161941528,0.006338412873446941,0.017870783805847168,0.060245171189308167,0.16445091366767883,0.0,0.701241135597229,0.8742221593856812,0.508077085018158,1.234150767326355,True,1.3969838619232178e-06,0.2816144526004791,0.000364452600479126,0.01804967038333416,0.1110951229929924,0.0064201815985143185,0.01380427461117506,0.6003512144088745
n3_k0.5_b0.75_s1.25_rho0,3,0.5,0.75,1.25,0.0,169,384,1.9356404542922974,5.216039657592773,53.635406494140625,43.592926025390625,1.1753191947937012,408.5702209472656,7.3229146003723145,1.3137692213058472,0.04147934168577194,0.0052217454649508,2.8514645099639893,22.120441436767578,0.40858030319213867,1.6478517055511475,0.5064102411270142,2.9848649501800537,5.3840250968933105,3.109478235244751,15.756559371948242,True,4.190951585769653e-06,0.28648027777671814,0.00523027777671814,0.06851616501808167,1.3278682231903076,0.02543477714061737,0.3407253623008728,0.4991242289543152
n3_k0.5_b0.75_s1.25_rho0.25,3,0.5,0.75,1.25,0.25,169,384,2.0119118690490723,3.923520565032959,50.68840789794922,32.868534088134766,0.9065195918083191,171.4427490234375,7.118793964385986,1.017393708229065,0.04089038074016571,0.02571197785437107,0.4725829064846039,3.094503879547119,0.24993349611759186,0.788008451461792,0.41025641560554504,1.745449423789978,2.6450538635253906,1.9136598110198975,7.074643135070801,True,7.450580596923828e-06,0.2832620143890381,0.002012014389038086,0.04348273202776909,0.5391214489936829,0.014561651274561882,0.06520087271928787,0.5338931083679199
n3_k0.5_b0.75_s1.25_rho1,3,0.5,0.75,1.25,1.0,169,384,0.9793366193771362,2.0002880096435547,4.145031929016113,3.963196039199829,0.44598135352134705,4.209918975830078,1.9737964868545532,0.4143648147583008,0.014165809378027916,0.9716418385505676,0.0095048937946558,0.028358161449432373,0.0825161337852478,0.20568053424358368,0.0,0.6271638870239258,0.8129316568374634,0.707874596118927,1.7304151058197021,True,2.3283064365386963e-06,0.2815960645675659,0.00034606456756591797,0.017607655376195908,0.10881980508565903,0.005898248869925737,0.013489090837538242,0.5691404938697815
n3_k0.5_b1.25_s0.75_rho0,3,0.5,1.25,0.75,0.0,169,384,1.4478814601898193,3.606044292449951,48.398345947265625,30.096216201782227,0.993803083896637,132.85450744628906,6.956606864929199,1.1147271394729614,0.04041024670004845,0.040265362709760666,1.0971494913101196,8.736523628234863,0.21475310623645782,0.9507756233215332,0.28205129504203796,1.8312816619873047,3.6369991302490234,2.725294589996338,13.603090286254883,True,4.656612873077393e-06,0.786506175994873,0.005256175994873047,0.07138603925704956,1.4142135381698608,0.036752793937921524,0.30714869499206543,0.48601120710372925
n3_k0.5_b1.25_s0.75_rho0.25,3,0.5,1.25,0.75,0.25,169,384,1.1244356632232666,2.649717330932617,11.660727500915527,10.358392715454102,0.6381795406341553,15.610151290893555,3.4008564949035645,0.6814665794372559,0.025500569492578506,0.579474925994873,0.09815704822540283,0.42052507400512695,0.12170875072479248,0.40159404277801514,0.1378205120563507,1.1313092708587646,1.8862098455429077,1.5302221775054932,6.19129753112793,True,3.026798367500305e-06,0.78330397605896,0.002053976058959961,0.04521944746375084,0.5621825456619263,0.023601610213518143,0.09307873994112015,0.5404336452484131
n3_k0.5_b1.25_s0.75_rho1,3,0.5,1.25,0.75,1.0,169,384,0.40977737307548523,0.8947811722755432,2.380777597427368,2.3499979972839355,0.33699342608451843,2.3844263553619385,1.3559231758117676,0.1983601450920105,0.006343386135995388,0.9931427240371704,0.0027564128395169973,0.00685727596282959,0.036697398871183395,0.10482406616210938,0.0,0.41846877336502075,0.526075005531311,0.5094181895256042,1.2386125326156616,True,1.3969838619232178e-06,0.7816144824028015,0.00036448240280151367,0.01804967038333416,0.1110951229929924,0.01053851842880249,0.022953296080231667,0.5952929258346558
n3_k0.5_b1.25_s1.25_rho0,3,0.5,1.25,1.25,0.0,169,384,1.624103307723999,3.6952078342437744,54.382808685302734,31.915653228759766,1.0031462907791138,1710.795654296875,7.373475551605225,1.1337251663208008,0.04162269085645676,0.007334462366998196,0.9204922318458557,8.545223236083984,0.2658827006816864,1.0084673166275024,0.3878205120563507,1.6894099712371826,2.906132698059082,3.2852437496185303,15.839731216430664,True,4.190951585769653e-06,0.7864802479743958,0.005230247974395752,0.06851616501808167,1.3278682231903076,0.036552008241415024,0.3407253623008728,0.4853057563304901
n3_k0.5_b1.25_s1.25_rho0.25,3,0.5,1.25,1.25,0.25,169,384,1.4272181987762451,2.959373712539673,17.140941619873047,14.032977104187012,0.7000645995140076,29.86528778076172,4.13447904586792,0.755210280418396,0.02957002818584442,0.4281463325023651,0.12221326678991318,0.5718536376953125,0.15533210337162018,0.4585159420967102,0.22435897588729858,1.0217061042785645,1.7629029750823975,1.9608097076416016,7.171330451965332,True,7.450580596923828e-06,0.7832620143890381,0.002012014389038086,0.04348273575305939,0.5391214489936829,0.022629063576459885,0.09431848675012589,0.5234118700027466
n3_k0.5_b1.25_s1.25_rho1,3,0.5,1.25,1.25,1.0,169,384,0.5950530767440796,1.2426656484603882,2.762131929397583,2.7115001678466797,0.36515524983406067,2.782538652420044,1.530115008354187,0.26709097623825073,0.00886131078004837,0.9886647462844849,0.004171670880168676,0.011335253715515137,0.050599247217178345,0.13626371324062347,0.0,0.37529101967811584,0.49344560503959656,0.7105163335800171,1.730446219444275,True,2.3283064365386963e-06,0.7815960645675659,0.00034606456756591797,0.017607655376195908,0.10881980508565903,0.009668610990047455,0.022444559261202812,0.5643547177314758
n3_k1_b0.75_s0.75_rho0,3,1.0,0.75,0.75,0.0,169,384,2.4467368125915527,4.7652153968811035,62.78483200073242,51.99828338623047,1.3189013004302979,203.94503784179688,7.891028881072998,1.4656428098678589,0.04303596913814545,0.1470617800951004,5.271695137023926,21.753467559814453,0.3569081723690033,1.4950717687606812,0.5128205418586731,7.152553081512451,17.69784164428711,4.5814666748046875,12.639191627502441,True,9.313225746154785e-06,0.3022748529911041,0.021024852991104126,0.14277207851409912,2.8284270763397217,0.06868423521518707,1.228594422340393,0.528093695640564
n3_k1_b0.75_s0.75_rho0.25,3,1.0,0.75,0.75,0.25,169,384,2.4148523807525635,4.653390407562256,80.45999145507812,50.19277572631836,1.2726165056228638,588.8256225585938,8.957582473754883,1.4310721158981323,0.04567709192633629,0.015962928533554077,3.12076735496521,20.91394805908203,0.32286643981933594,1.176971435546875,0.5064102411270142,4.097202777862549,6.663614749908447,2.2991011142730713,9.196283340454102,True,6.05359673500061e-06,0.28946593403816223,0.008215934038162231,0.09043889492750168,1.1243650913238525,0.03523208573460579,0.26473549008369446,0.5769604444503784
n3_k1_b0.75_s0.75_rho1,3,1.0,0.75,0.75,1.0,169,384,1.3165960311889648,2.690139055252075,6.514803886413574,5.9632744789123535,0.5355812311172485,6.579028606414795,2.522031545639038,0.5466876029968262,0.019272182136774063,0.9229971170425415,0.025945642963051796,0.0770028829574585,0.11606433242559433,0.2962190806865692,0.057692307978868484,1.4145768880844116,1.7066534757614136,0.9995262026786804,2.4302148818969727,True,2.7939677238464355e-06,0.28270772099494934,0.0014577209949493408,0.03609934076666832,0.2221902459859848,0.013351425528526306,0.0278855599462986,0.6132197380065918
n3_k1_b0.75_s1.25_rho0,3,1.0,0.75,1.25,0.0,169,384,2.645066976547241,5.30869197845459,88.14008331298828,67.19764709472656,1.4004979133605957,549.1044921875,9.30536937713623,1.5662726163864136,0.046470656991004944,0.03654349595308304,6.023987293243408,28.895084381103516,0.5851283073425293,2.9930837154388428,0.6153846383094788,6.4419732093811035,12.557992935180664,6.062661647796631,27.093082427978516,True,8.381903171539307e-06,0.30217117071151733,0.020921170711517334,0.13703233003616333,2.6557364463806152,0.06942818313837051,1.3629014492034912,0.5271297693252563
n3_k1_b0.75_s1.25_rho0.25,3,1.0,0.75,1.25,0.25,169,384,2.4328458309173584,5.695734024047852,91.5003890991211,61.00457000732422,1.30729341506958,184.34829711914062,9.564118385314941,1.4634345769882202,0.04704205319285393,0.026906173676252365,4.030515670776367,28.216480255126953,0.43679624795913696,1.6283466815948486,0.6121795177459717,3.60721755027771,5.436020851135254,3.5464749336242676,13.227996826171875,True,1.4901161193847656e-05,0.2892981469631195,0.008048146963119507,0.08696546405553818,1.0782428979873657,0.034359633922576904,0.26080289483070374,0.5587064027786255
n3_k1_b0.75_s1.25_rho1,3,1.0,0.75,1.25,1.0,169,384,1.8401803970336914,3.527193069458008,11.77760124206543,9.829965591430664,0.6092207431793213,11.846525192260742,3.4195127487182617,0.6320211887359619,0.0256145428866148,0.8402021527290344,0.03894515708088875,0.15979784727096558,0.15655368566513062,0.3770963251590729,0.2339743673801422,1.250908374786377,1.5716921091079712,1.3765844106674194,3.3904523849487305,True,4.656612873077393e-06,0.28263428807258606,0.0013842880725860596,0.035215310752391815,0.21763961017131805,0.012308419682085514,0.027321623638272285,0.5813668370246887
n3_k1_b1.25_s0.75_rho0,3,1.0,1.25,0.75,0.0,169,384,2.266460418701172,4.40193510055542,53.43610763549805,47.2253303527832,1.185667634010315,400.0847473144531,7.250824451446533,1.3145042657852173,0.04127323627471924,0.05382222309708595,3.3707423210144043,18.183040618896484,0.28146040439605713,1.4687212705612183,0.42628204822540283,4.01394510269165,8.809061050415039,4.7168869972229,18.917407989501953,True,9.313225746154785e-06,0.8022748827934265,0.021024882793426514,0.14277207851409912,2.8284270763397217,0.09051641821861267,1.2285945415496826,0.5063183903694153
n3_k1_b1.25_s0.75_rho0.25,3,1.0,1.25,0.75,0.25,169,384,1.886827826499939,3.8499526977539062,43.113277435302734,31.53931427001953,0.9207642078399658,2539.72119140625,6.5659379959106445,1.0358176231384277,0.03920615464448929,0.004340974614024162,0.6771235466003418,4.491018295288086,0.23160026967525482,0.799587607383728,0.3717948794364929,2.348637819290161,3.7149734497070312,2.8699090480804443,11.198357582092285,True,6.05359673500061e-06,0.7894659042358398,0.008215904235839844,0.09043889492750168,1.1243650913238525,0.05196763947606087,0.26473695039749146,0.5566205978393555
n3_k1_b1.25_s0.75_rho1,3,1.0,1.25,0.75,1.0,169,384,0.8110323548316956,1.7196943759918213,3.5538299083709717,3.4113636016845703,0.4201040267944336,3.5966453552246094,1.803820013999939,0.37346720695495605,0.012289721518754959,0.9745382070541382,0.008867170661687851,0.025461792945861816,0.07179470360279083,0.19043675065040588,0.0,0.8428486585617065,1.0460658073425293,1.013156533241272,2.460888385772705,True,2.7939677238464355e-06,0.7827077507972717,0.0014577507972717285,0.03609934076666832,0.2221902459859848,0.021566106006503105,0.046082835644483566,0.6029326915740967
n3_k1_b1.25_s1.25_rho0,3,1.0,1.25,1.25,0.0,169,384,2.1929636001586914,5.127107620239258,59.782073974609375,48.263328552246094,1.2823652029037476,1068.3480224609375,7.715744495391846,1.4224705696105957,0.04256797954440117,0.03121163137257099,4.580446243286133,18.8676815032959,0.45506447553634644,1.936135172843933,0.5256410241127014,3.618671178817749,7.101058483123779,6.396042346954346,30.700307846069336,True,8.381903171539307e-06,0.8021711111068726,0.02092111110687256,0.13703233003616333,2.6557364463806152,0.0907856822013855,1.3629014492034912,0.5054738521575928
