atlas_index,vertex_count,edge_count,observable,spectrum_minimum,negative_coefficient_count,translation_kernel_psd
450,7,8,strict_maximum_indicator,1,0,True
473,7,9,2^nullity,0,0,True
473,7,9,3^nullity,48,0,True
473,7,9,strict_maximum_indicator,0,0,True
474,7,9,2^nullity,0,0,True
474,7,9,3^nullity,48,0,True
474,7,9,strict_maximum_indicator,0,0,True
475,7,9,2^nullity,0,0,True
475,7,9,3^nullity,48,0,True
475,7,9,strict_maximum_indicator,0,0,True
476,7,9,2^nullity,0,0,True
476,7,9,3^nullity,24,0,True
476,7,9,strict_maximum_indicator,1,0,True
477,7,9,2^nullity,0,0,True
477,7,9,3^nullity,24,0,True
477,7,9,strict_maximum_indicator,1,0,True
478,7,9,2^nullity,0,0,True
478,7,9,3^nullity,24,0,True
478,7,9,strict_maximum_indicator,1,0,True
479,7,9,2^nullity,0,0,True
479,7,9,3^nullity,24,0,True
479,7,9,strict_maximum_indicator,1,0,True
480,7,9,2^nullity,0,0,True
480,7,9,3^nullity,24,0,True
480,7,9,strict_maximum_indicator,1,0,True
481,7,9,2^nullity,0,0,True
481,7,9,3^nullity,24,0,True
481,7,9,strict_maximum_indicator,1,0,True
482,7,9,2^nullity,0,0,True
482,7,9,3^nullity,24,0,True
482,7,9,strict_maximum_indicator,1,0,True
483,7,9,2^nullity,0,0,True
483,7,9,3^nullity,24,0,True
483,7,9,strict_maximum_indicator,1,0,True
484,7,9,2^nullity,0,0,True
484,7,9,3^nullity,24,0,True
484,7,9,strict_maximum_indicator,1,0,True
485,7,9,2^nullity,0,0,True
485,7,9,3^nullity,-96,8,False
485,7,9,strict_maximum_indicator,-2,64,False
486,7,9,2^nullity,0,0,True
486,7,9,3^nullity,-96,8,False
486,7,9,strict_maximum_indicator,-2,64,False
487,7,9,2^nullity,0,0,True
487,7,9,3^nullity,48,0,True
487,7,9,strict_maximum_indicator,0,0,True
488,7,9,2^nullity,0,0,True
488,7,9,3^nullity,24,0,True
488,7,9,strict_maximum_indicator,1,0,True
489,7,9,2^nullity,0,0,True
489,7,9,3^nullity,24,0,True
489,7,9,strict_maximum_indicator,1,0,True
490,7,9,2^nullity,0,0,True
490,7,9,3^nullity,-96,8,False
490,7,9,strict_maximum_indicator,-2,64,False
491,7,9,2^nullity,0,0,True
491,7,9,3^nullity,48,0,True
491,7,9,strict_maximum_indicator,0,0,True
492,7,9,2^nullity,0,0,True
492,7,9,3^nullity,24,0,True
492,7,9,strict_maximum_indicator,1,0,True
493,7,9,2^nullity,0,0,True
493,7,9,3^nullity,-96,8,False
493,7,9,strict_maximum_indicator,-2,64,False
494,7,9,2^nullity,0,0,True
494,7,9,3^nullity,24,0,True
494,7,9,strict_maximum_indicator,1,0,True
495,7,9,2^nullity,0,0,True
495,7,9,3^nullity,-96,8,False
495,7,9,strict_maximum_indicator,-2,64,False
497,7,9,2^nullity,0,0,True
497,7,9,3^nullity,24,0,True
497,7,9,strict_maximum_indicator,1,0,True
498,7,9,2^nullity,0,0,True
498,7,9,3^nullity,-96,8,False
498,7,9,strict_maximum_indicator,-2,64,False
499,7,9,2^nullity,0,0,True
499,7,9,3^nullity,-96,8,False
499,7,9,strict_maximum_indicator,-2,64,False
500,7,9,2^nullity,0,0,True
500,7,9,3^nullity,-96,8,False
500,7,9,strict_maximum_indicator,-2,64,False
501,7,9,2^nullity,0,0,True
501,7,9,3^nullity,48,0,True
501,7,9,strict_maximum_indicator,0,0,True
503,7,9,2^nullity,0,0,True
503,7,9,3^nullity,24,0,True
503,7,9,strict_maximum_indicator,1,0,True
504,7,9,2^nullity,0,0,True
504,7,9,3^nullity,48,0,True
504,7,9,strict_maximum_indicator,0,0,True
505,7,9,2^nullity,0,0,True
505,7,9,3^nullity,24,0,True
505,7,9,strict_maximum_indicator,1,0,True
506,7,9,2^nullity,0,0,True
506,7,9,3^nullity,24,0,True
506,7,9,strict_maximum_indicator,1,0,True
507,7,9,2^nullity,0,0,True
507,7,9,3^nullity,48,0,True
507,7,9,strict_maximum_indicator,-2,128,False
508,7,9,2^nullity,0,0,True
508,7,9,3^nullity,48,0,True
508,7,9,strict_maximum_indicator,0,0,True
509,7,9,2^nullity,0,0,True
509,7,9,3^nullity,24,0,True
509,7,9,strict_maximum_indicator,1,0,True
510,7,9,2^nullity,0,0,True
510,7,9,3^nullity,24,0,True
510,7,9,strict_maximum_indicator,1,0,True
511,7,9,2^nullity,0,0,True
511,7,9,3^nullity,24,0,True
511,7,9,strict_maximum_indicator,1,0,True
512,7,9,2^nullity,0,0,True
512,7,9,3^nullity,48,0,True
512,7,9,strict_maximum_indicator,0,0,True
513,7,9,2^nullity,0,0,True
513,7,9,3^nullity,48,0,True
513,7,9,strict_maximum_indicator,-1,192,False
514,7,9,2^nullity,0,0,True
514,7,9,3^nullity,24,0,True
514,7,9,strict_maximum_indicator,1,0,True
515,7,9,2^nullity,0,0,True
515,7,9,3^nullity,24,0,True
515,7,9,strict_maximum_indicator,1,0,True
516,7,9,2^nullity,0,0,True
516,7,9,3^nullity,48,0,True
516,7,9,strict_maximum_indicator,0,0,True
517,7,9,2^nullity,0,0,True
517,7,9,3^nullity,48,0,True
517,7,9,strict_maximum_indicator,0,0,True
518,7,9,2^nullity,0,0,True
518,7,9,3^nullity,48,0,True
518,7,9,strict_maximum_indicator,0,0,True
519,7,9,2^nullity,0,0,True
519,7,9,3^nullity,48,0,True
519,7,9,strict_maximum_indicator,0,0,True
520,7,9,2^nullity,0,0,True
520,7,9,3^nullity,48,0,True
520,7,9,strict_maximum_indicator,0,0,True
521,7,9,2^nullity,0,0,True
521,7,9,3^nullity,24,0,True
521,7,9,strict_maximum_indicator,1,0,True
522,7,9,2^nullity,0,0,True
522,7,9,3^nullity,48,0,True
522,7,9,strict_maximum_indicator,-1,192,False
523,7,9,2^nullity,0,0,True
523,7,9,3^nullity,48,0,True
523,7,9,strict_maximum_indicator,-1,192,False
524,7,9,2^nullity,0,0,True
524,7,9,3^nullity,24,0,True
524,7,9,strict_maximum_indicator,1,0,True
525,7,9,2^nullity,0,0,True
525,7,9,3^nullity,48,0,True
525,7,9,strict_maximum_indicator,-2,128,False
526,7,9,2^nullity,0,0,True
526,7,9,3^nullity,24,0,True
526,7,9,strict_maximum_indicator,1,0,True
527,7,9,2^nullity,0,0,True
527,7,9,3^nullity,48,0,True
527,7,9,strict_maximum_indicator,0,0,True
528,7,9,2^nullity,0,0,True
528,7,9,3^nullity,48,0,True
528,7,9,strict_maximum_indicator,0,0,True
529,7,9,2^nullity,0,0,True
529,7,9,3^nullity,48,0,True
529,7,9,strict_maximum_indicator,0,0,True
530,7,9,2^nullity,0,0,True
530,7,9,3^nullity,48,0,True
530,7,9,strict_maximum_indicator,0,0,True
531,7,9,2^nullity,0,0,True
531,7,9,3^nullity,48,0,True
531,7,9,strict_maximum_indicator,-1,128,False
532,7,9,2^nullity,0,0,True
532,7,9,3^nullity,48,0,True
532,7,9,strict_maximum_indicator,-1,192,False
533,7,9,2^nullity,0,0,True
533,7,9,3^nullity,48,0,True
533,7,9,strict_maximum_indicator,0,0,True
534,7,9,2^nullity,0,0,True
534,7,9,3^nullity,-96,8,False
534,7,9,strict_maximum_indicator,-2,64,False
535,7,9,2^nullity,0,0,True
535,7,9,3^nullity,36,0,True
535,7,9,strict_maximum_indicator,0,0,True
536,7,9,2^nullity,0,0,True
536,7,9,3^nullity,24,0,True
536,7,9,strict_maximum_indicator,1,0,True
537,7,9,2^nullity,0,0,True
537,7,9,3^nullity,-96,8,False
537,7,9,strict_maximum_indicator,-2,64,False
538,7,9,2^nullity,0,0,True
538,7,9,3^nullity,36,0,True
538,7,9,strict_maximum_indicator,0,0,True
539,7,9,2^nullity,0,0,True
539,7,9,3^nullity,48,0,True
539,7,9,strict_maximum_indicator,-1,128,False
540,7,9,2^nullity,0,0,True
540,7,9,3^nullity,48,0,True
540,7,9,strict_maximum_indicator,-1,192,False
541,7,9,2^nullity,0,0,True
541,7,9,3^nullity,48,0,True
541,7,9,strict_maximum_indicator,0,0,True
542,7,9,2^nullity,0,0,True
542,7,9,3^nullity,-96,8,False
542,7,9,strict_maximum_indicator,-2,112,False
543,7,9,2^nullity,0,0,True
543,7,9,3^nullity,48,0,True
543,7,9,strict_maximum_indicator,-1,128,False
544,7,9,2^nullity,0,0,True
544,7,9,3^nullity,24,0,True
544,7,9,strict_maximum_indicator,1,0,True
545,7,9,2^nullity,0,0,True
545,7,9,3^nullity,48,0,True
545,7,9,strict_maximum_indicator,0,0,True
546,7,9,2^nullity,0,0,True
546,7,9,3^nullity,48,0,True
546,7,9,strict_maximum_indicator,-1,128,False
547,7,9,2^nullity,0,0,True
547,7,9,3^nullity,36,0,True
547,7,9,strict_maximum_indicator,0,0,True
548,7,9,2^nullity,0,0,True
548,7,9,3^nullity,48,0,True
548,7,9,strict_maximum_indicator,0,0,True
549,7,9,2^nullity,0,0,True
549,7,9,3^nullity,-96,8,False
549,7,9,strict_maximum_indicator,-2,64,False
550,7,9,2^nullity,0,0,True
550,7,9,3^nullity,-96,8,False
550,7,9,strict_maximum_indicator,-2,112,False
551,7,9,2^nullity,0,0,True
551,7,9,3^nullity,24,0,True
551,7,9,strict_maximum_indicator,1,0,True
552,7,9,2^nullity,0,0,True
552,7,9,3^nullity,48,0,True
552,7,9,strict_maximum_indicator,0,0,True
553,7,9,2^nullity,0,0,True
553,7,9,3^nullity,48,0,True
553,7,9,strict_maximum_indicator,0,0,True
554,7,9,2^nullity,0,0,True
554,7,9,3^nullity,48,0,True
554,7,9,strict_maximum_indicator,-1,192,False
555,7,9,2^nullity,0,0,True
555,7,9,3^nullity,72,0,True
555,7,9,strict_maximum_indicator,0,0,True
556,7,9,2^nullity,0,0,True
556,7,9,3^nullity,30,0,True
556,7,9,strict_maximum_indicator,1,0,True
557,7,9,2^nullity,0,0,True
557,7,9,3^nullity,24,0,True
557,7,9,strict_maximum_indicator,1,0,True
558,7,9,2^nullity,0,0,True
558,7,9,3^nullity,66,0,True
558,7,9,strict_maximum_indicator,-1,192,False
559,7,9,2^nullity,0,0,True
559,7,9,3^nullity,30,0,True
559,7,9,strict_maximum_indicator,1,0,True
560,7,9,2^nullity,0,0,True
560,7,9,3^nullity,54,0,True
560,7,9,strict_maximum_indicator,0,0,True
561,7,9,2^nullity,0,0,True
561,7,9,3^nullity,48,0,True
561,7,9,strict_maximum_indicator,0,0,True
562,7,9,2^nullity,0,0,True
562,7,9,3^nullity,48,0,True
562,7,9,strict_maximum_indicator,0,0,True
563,7,9,2^nullity,0,0,True
563,7,9,3^nullity,30,0,True
563,7,9,strict_maximum_indicator,1,0,True
564,7,9,2^nullity,0,0,True
564,7,9,3^nullity,54,0,True
564,7,9,strict_maximum_indicator,0,0,True
565,7,9,2^nullity,0,0,True
565,7,9,3^nullity,48,0,True
565,7,9,strict_maximum_indicator,-2,96,False
566,7,9,2^nullity,0,0,True
566,7,9,3^nullity,96,0,True
566,7,9,strict_maximum_indicator,0,0,True
567,7,9,2^nullity,0,0,True
567,7,9,3^nullity,24,0,True
567,7,9,strict_maximum_indicator,1,0,True
568,7,9,2^nullity,0,0,True
568,7,9,3^nullity,48,0,True
568,7,9,strict_maximum_indicator,0,0,True
569,7,9,2^nullity,0,0,True
569,7,9,3^nullity,48,0,True
569,7,9,strict_maximum_indicator,0,0,True
570,7,9,2^nullity,0,0,True
570,7,9,3^nullity,48,0,True
570,7,9,strict_maximum_indicator,-1,192,False
571,7,9,2^nullity,0,0,True
571,7,9,3^nullity,78,0,True
571,7,9,strict_maximum_indicator,-1,128,False
572,7,9,2^nullity,0,0,True
572,7,9,3^nullity,42,0,True
572,7,9,strict_maximum_indicator,-2,64,False
573,7,9,2^nullity,0,0,True
573,7,9,3^nullity,66,0,True
573,7,9,strict_maximum_indicator,0,0,True
574,7,9,2^nullity,0,0,True
574,7,9,3^nullity,48,0,True
574,7,9,strict_maximum_indicator,0,0,True
575,7,9,2^nullity,0,0,True
575,7,9,3^nullity,30,0,True
575,7,9,strict_maximum_indicator,1,0,True
576,7,9,2^nullity,0,0,True
576,7,9,3^nullity,24,0,True
576,7,9,strict_maximum_indicator,1,0,True
577,7,9,2^nullity,0,0,True
577,7,9,3^nullity,42,0,True
577,7,9,strict_maximum_indicator,-2,64,False
578,7,9,2^nullity,0,0,True
578,7,9,3^nullity,42,0,True
578,7,9,strict_maximum_indicator,-1,192,False
579,7,9,2^nullity,0,0,True
579,7,9,3^nullity,54,0,True
579,7,9,strict_maximum_indicator,0,0,True
580,7,9,2^nullity,0,0,True
580,7,9,3^nullity,36,0,True
580,7,9,strict_maximum_indicator,1,0,True
581,7,9,2^nullity,0,0,True
581,7,9,3^nullity,96,0,True
581,7,9,strict_maximum_indicator,-3,208,False
598,7,10,2^nullity,0,0,True
598,7,10,3^nullity,-480,8,False
598,7,10,strict_maximum_indicator,0,0,True
599,7,10,2^nullity,0,0,True
599,7,10,3^nullity,-480,8,False
599,7,10,strict_maximum_indicator,0,0,True
600,7,10,2^nullity,0,0,True
600,7,10,3^nullity,-480,8,False
600,7,10,strict_maximum_indicator,0,0,True
601,7,10,2^nullity,0,0,True
601,7,10,3^nullity,-480,8,False
601,7,10,strict_maximum_indicator,0,0,True
602,7,10,2^nullity,0,0,True
602,7,10,3^nullity,-480,8,False
602,7,10,strict_maximum_indicator,0,0,True
603,7,10,2^nullity,0,0,True
603,7,10,3^nullity,-192,16,False
603,7,10,strict_maximum_indicator,-2,128,False
604,7,10,2^nullity,0,0,True
604,7,10,3^nullity,-192,16,False
604,7,10,strict_maximum_indicator,-2,128,False
605,7,10,2^nullity,0,0,True
605,7,10,3^nullity,-480,8,False
605,7,10,strict_maximum_indicator,0,0,True
606,7,10,2^nullity,0,0,True
606,7,10,3^nullity,-192,16,False
606,7,10,strict_maximum_indicator,-2,128,False
607,7,10,2^nullity,0,0,True
607,7,10,3^nullity,-192,16,False
607,7,10,strict_maximum_indicator,-2,128,False
608,7,10,2^nullity,0,0,True
608,7,10,3^nullity,-480,8,False
608,7,10,strict_maximum_indicator,0,0,True
609,7,10,2^nullity,0,0,True
609,7,10,3^nullity,-192,16,False
609,7,10,strict_maximum_indicator,-2,128,False
610,7,10,2^nullity,0,0,True
610,7,10,3^nullity,-480,8,False
610,7,10,strict_maximum_indicator,0,0,True
612,7,10,2^nullity,0,0,True
612,7,10,3^nullity,12,0,True
612,7,10,strict_maximum_indicator,1,0,True
613,7,10,2^nullity,0,0,True
613,7,10,3^nullity,12,0,True
613,7,10,strict_maximum_indicator,1,0,True
614,7,10,2^nullity,0,0,True
614,7,10,3^nullity,12,0,True
614,7,10,strict_maximum_indicator,1,0,True
615,7,10,2^nullity,0,0,True
615,7,10,3^nullity,12,0,True
615,7,10,strict_maximum_indicator,1,0,True
616,7,10,2^nullity,0,0,True
616,7,10,3^nullity,12,0,True
616,7,10,strict_maximum_indicator,1,0,True
617,7,10,2^nullity,0,0,True
617,7,10,3^nullity,12,0,True
617,7,10,strict_maximum_indicator,1,0,True
618,7,10,2^nullity,0,0,True
618,7,10,3^nullity,12,0,True
618,7,10,strict_maximum_indicator,1,0,True
619,7,10,2^nullity,0,0,True
619,7,10,3^nullity,24,0,True
619,7,10,strict_maximum_indicator,0,0,True
620,7,10,2^nullity,0,0,True
620,7,10,3^nullity,-120,16,False
620,7,10,strict_maximum_indicator,-2,128,False
621,7,10,2^nullity,0,0,True
621,7,10,3^nullity,12,0,True
621,7,10,strict_maximum_indicator,1,0,True
622,7,10,2^nullity,0,0,True
622,7,10,3^nullity,12,0,True
622,7,10,strict_maximum_indicator,1,0,True
623,7,10,2^nullity,0,0,True
623,7,10,3^nullity,12,0,True
623,7,10,strict_maximum_indicator,1,0,True
624,7,10,2^nullity,0,0,True
624,7,10,3^nullity,-120,16,False
624,7,10,strict_maximum_indicator,-2,128,False
625,7,10,2^nullity,0,0,True
625,7,10,3^nullity,-480,8,False
625,7,10,strict_maximum_indicator,0,0,True
626,7,10,2^nullity,0,0,True
626,7,10,3^nullity,24,0,True
626,7,10,strict_maximum_indicator,0,0,True
627,7,10,2^nullity,0,0,True
627,7,10,3^nullity,12,0,True
627,7,10,strict_maximum_indicator,1,0,True
628,7,10,2^nullity,0,0,True
628,7,10,3^nullity,12,0,True
628,7,10,strict_maximum_indicator,1,0,True
629,7,10,2^nullity,0,0,True
629,7,10,3^nullity,-120,24,False
629,7,10,strict_maximum_indicator,-2,128,False
630,7,10,2^nullity,0,0,True
630,7,10,3^nullity,24,0,True
630,7,10,strict_maximum_indicator,0,0,True
631,7,10,2^nullity,0,0,True
631,7,10,3^nullity,-120,24,False
631,7,10,strict_maximum_indicator,-3,384,False
632,7,10,2^nullity,0,0,True
632,7,10,3^nullity,12,0,True
632,7,10,strict_maximum_indicator,1,0,True
633,7,10,2^nullity,0,0,True
633,7,10,3^nullity,-120,16,False
633,7,10,strict_maximum_indicator,-2,128,False
634,7,10,2^nullity,0,0,True
634,7,10,3^nullity,-120,16,False
634,7,10,strict_maximum_indicator,-2,128,False
635,7,10,2^nullity,0,0,True
635,7,10,3^nullity,-120,24,False
635,7,10,strict_maximum_indicator,-2,128,False
636,7,10,2^nullity,0,0,True
636,7,10,3^nullity,-480,8,False
636,7,10,strict_maximum_indicator,0,0,True
637,7,10,2^nullity,0,0,True
637,7,10,3^nullity,24,0,True
637,7,10,strict_maximum_indicator,0,0,True
638,7,10,2^nullity,0,0,True
638,7,10,3^nullity,12,0,True
638,7,10,strict_maximum_indicator,1,0,True
639,7,10,2^nullity,0,0,True
639,7,10,3^nullity,-120,24,False
639,7,10,strict_maximum_indicator,-3,384,False
640,7,10,2^nullity,0,0,True
640,7,10,3^nullity,12,0,True
640,7,10,strict_maximum_indicator,1,0,True
641,7,10,2^nullity,0,0,True
641,7,10,3^nullity,-120,32,False
641,7,10,strict_maximum_indicator,-3,384,False
642,7,10,2^nullity,0,0,True
642,7,10,3^nullity,12,0,True
642,7,10,strict_maximum_indicator,-2,128,False
643,7,10,2^nullity,0,0,True
643,7,10,3^nullity,-120,14,False
643,7,10,strict_maximum_indicator,-2,128,False
644,7,10,2^nullity,0,0,True
644,7,10,3^nullity,24,0,True
644,7,10,strict_maximum_indicator,0,0,True
645,7,10,2^nullity,0,0,True
645,7,10,3^nullity,-192,16,False
645,7,10,strict_maximum_indicator,-2,128,False
646,7,10,2^nullity,0,0,True
646,7,10,3^nullity,12,0,True
646,7,10,strict_maximum_indicator,1,0,True
647,7,10,2^nullity,0,0,True
647,7,10,3^nullity,-120,16,False
647,7,10,strict_maximum_indicator,-2,128,False
648,7,10,2^nullity,0,0,True
648,7,10,3^nullity,12,0,True
648,7,10,strict_maximum_indicator,-2,128,False
649,7,10,2^nullity,0,0,True
649,7,10,3^nullity,-120,16,False
649,7,10,strict_maximum_indicator,-2,128,False
650,7,10,2^nullity,0,0,True
650,7,10,3^nullity,12,0,True
650,7,10,strict_maximum_indicator,-2,128,False
651,7,10,2^nullity,0,0,True
651,7,10,3^nullity,-120,32,False
651,7,10,strict_maximum_indicator,-3,384,False
652,7,10,2^nullity,0,0,True
652,7,10,3^nullity,-120,14,False
652,7,10,strict_maximum_indicator,-2,128,False
653,7,10,2^nullity,0,0,True
653,7,10,3^nullity,24,0,True
653,7,10,strict_maximum_indicator,0,0,True
654,7,10,2^nullity,0,0,True
654,7,10,3^nullity,-192,16,False
654,7,10,strict_maximum_indicator,-2,128,False
655,7,10,2^nullity,0,0,True
655,7,10,3^nullity,-120,32,False
655,7,10,strict_maximum_indicator,-3,384,False
656,7,10,2^nullity,0,0,True
656,7,10,3^nullity,-120,32,False
656,7,10,strict_maximum_indicator,-3,384,False
657,7,10,2^nullity,0,0,True
657,7,10,3^nullity,-120,14,False
657,7,10,strict_maximum_indicator,-2,128,False
658,7,10,2^nullity,0,0,True
658,7,10,3^nullity,-120,14,False
658,7,10,strict_maximum_indicator,-2,128,False
659,7,10,2^nullity,0,0,True
659,7,10,3^nullity,-480,8,False
659,7,10,strict_maximum_indicator,0,0,True
660,7,10,2^nullity,0,0,True
660,7,10,3^nullity,-120,24,False
660,7,10,strict_maximum_indicator,-2,128,False
661,7,10,2^nullity,0,0,True
661,7,10,3^nullity,-120,24,False
661,7,10,strict_maximum_indicator,-2,128,False
662,7,10,2^nullity,0,0,True
662,7,10,3^nullity,-120,24,False
662,7,10,strict_maximum_indicator,-3,384,False
663,7,10,2^nullity,0,0,True
663,7,10,3^nullity,12,0,True
663,7,10,strict_maximum_indicator,-2,128,False
664,7,10,2^nullity,0,0,True
664,7,10,3^nullity,-120,32,False
664,7,10,strict_maximum_indicator,-3,384,False
665,7,10,2^nullity,0,0,True
665,7,10,3^nullity,-120,14,False
665,7,10,strict_maximum_indicator,-2,128,False
666,7,10,2^nullity,0,0,True
666,7,10,3^nullity,24,0,True
666,7,10,strict_maximum_indicator,-2,128,False
668,7,10,2^nullity,0,0,True
668,7,10,3^nullity,12,0,True
668,7,10,strict_maximum_indicator,1,0,True
669,7,10,2^nullity,0,0,True
669,7,10,3^nullity,24,0,True
669,7,10,strict_maximum_indicator,0,0,True
670,7,10,2^nullity,0,0,True
670,7,10,3^nullity,24,0,True
670,7,10,strict_maximum_indicator,-3,480,False
671,7,10,2^nullity,0,0,True
671,7,10,3^nullity,12,0,True
671,7,10,strict_maximum_indicator,1,0,True
672,7,10,2^nullity,0,0,True
672,7,10,3^nullity,12,0,True
672,7,10,strict_maximum_indicator,1,0,True
673,7,10,2^nullity,0,0,True
673,7,10,3^nullity,24,0,True
673,7,10,strict_maximum_indicator,0,0,True
674,7,10,2^nullity,0,0,True
674,7,10,3^nullity,24,0,True
674,7,10,strict_maximum_indicator,0,0,True
675,7,10,2^nullity,0,0,True
675,7,10,3^nullity,12,0,True
675,7,10,strict_maximum_indicator,1,0,True
676,7,10,2^nullity,0,0,True
676,7,10,3^nullity,24,0,True
676,7,10,strict_maximum_indicator,0,0,True
677,7,10,2^nullity,0,0,True
677,7,10,3^nullity,24,0,True
677,7,10,strict_maximum_indicator,-1,384,False
678,7,10,2^nullity,0,0,True
678,7,10,3^nullity,24,0,True
678,7,10,strict_maximum_indicator,-2,256,False
679,7,10,2^nullity,0,0,True
679,7,10,3^nullity,24,0,True
679,7,10,strict_maximum_indicator,0,0,True
680,7,10,2^nullity,0,0,True
680,7,10,3^nullity,24,0,True
680,7,10,strict_maximum_indicator,-1,384,False
681,7,10,2^nullity,0,0,True
681,7,10,3^nullity,12,0,True
681,7,10,strict_maximum_indicator,1,0,True
682,7,10,2^nullity,0,0,True
682,7,10,3^nullity,24,0,True
682,7,10,strict_maximum_indicator,0,0,True
683,7,10,2^nullity,0,0,True
683,7,10,3^nullity,24,0,True
683,7,10,strict_maximum_indicator,0,0,True
684,7,10,2^nullity,0,0,True
684,7,10,3^nullity,24,0,True
684,7,10,strict_maximum_indicator,-1,384,False
685,7,10,2^nullity,0,0,True
685,7,10,3^nullity,24,0,True
685,7,10,strict_maximum_indicator,-1,384,False
686,7,10,2^nullity,0,0,True
686,7,10,3^nullity,-132,16,False
686,7,10,strict_maximum_indicator,-2,128,False
687,7,10,2^nullity,0,0,True
687,7,10,3^nullity,-132,16,False
687,7,10,strict_maximum_indicator,-2,128,False
688,7,10,2^nullity,0,0,True
688,7,10,3^nullity,12,0,True
688,7,10,strict_maximum_indicator,1,0,True
689,7,10,2^nullity,0,0,True
689,7,10,3^nullity,48,0,True
689,7,10,strict_maximum_indicator,0,0,True
690,7,10,2^nullity,0,0,True
690,7,10,3^nullity,24,0,True
690,7,10,strict_maximum_indicator,0,0,True
691,7,10,2^nullity,0,0,True
691,7,10,3^nullity,18,0,True
691,7,10,strict_maximum_indicator,0,0,True
692,7,10,2^nullity,0,0,True
692,7,10,3^nullity,24,0,True
692,7,10,strict_maximum_indicator,-1,256,False
693,7,10,2^nullity,0,0,True
693,7,10,3^nullity,-120,16,False
693,7,10,strict_maximum_indicator,-4,64,False
694,7,10,2^nullity,0,0,True
694,7,10,3^nullity,24,0,True
694,7,10,strict_maximum_indicator,0,0,True
695,7,10,2^nullity,0,0,True
695,7,10,3^nullity,24,0,True
695,7,10,strict_maximum_indicator,-1,256,False
696,7,10,2^nullity,0,0,True
696,7,10,3^nullity,12,0,True
696,7,10,strict_maximum_indicator,1,0,True
697,7,10,2^nullity,0,0,True
697,7,10,3^nullity,36,0,True
697,7,10,strict_maximum_indicator,-1,256,False
698,7,10,2^nullity,0,0,True
698,7,10,3^nullity,24,0,True
698,7,10,strict_maximum_indicator,-1,384,False
699,7,10,2^nullity,0,0,True
699,7,10,3^nullity,24,0,True
699,7,10,strict_maximum_indicator,0,0,True
700,7,10,2^nullity,0,0,True
700,7,10,3^nullity,-120,16,False
700,7,10,strict_maximum_indicator,-2,224,False
701,7,10,2^nullity,0,0,True
701,7,10,3^nullity,24,0,True
701,7,10,strict_maximum_indicator,-2,192,False
702,7,10,2^nullity,0,0,True
702,7,10,3^nullity,24,0,True
702,7,10,strict_maximum_indicator,-1,384,False
703,7,10,2^nullity,0,0,True
703,7,10,3^nullity,18,0,True
703,7,10,strict_maximum_indicator,0,0,True
704,7,10,2^nullity,0,0,True
704,7,10,3^nullity,18,0,True
704,7,10,strict_maximum_indicator,0,0,True
705,7,10,2^nullity,0,0,True
705,7,10,3^nullity,-120,16,False
705,7,10,strict_maximum_indicator,-4,64,False
706,7,10,2^nullity,0,0,True
706,7,10,3^nullity,24,0,True
706,7,10,strict_maximum_indicator,0,0,True
707,7,10,2^nullity,0,0,True
707,7,10,3^nullity,-150,14,False
707,7,10,strict_maximum_indicator,-3,320,False
708,7,10,2^nullity,0,0,True
708,7,10,3^nullity,-120,24,False
708,7,10,strict_maximum_indicator,-5,480,False
709,7,10,2^nullity,0,0,True
709,7,10,3^nullity,30,0,True
709,7,10,strict_maximum_indicator,-1,256,False
710,7,10,2^nullity,0,0,True
710,7,10,3^nullity,24,0,True
710,7,10,strict_maximum_indicator,0,0,True
711,7,10,2^nullity,0,0,True
711,7,10,3^nullity,24,0,True
711,7,10,strict_maximum_indicator,-1,256,False
712,7,10,2^nullity,0,0,True
712,7,10,3^nullity,12,0,True
712,7,10,strict_maximum_indicator,-3,448,False
713,7,10,2^nullity,0,0,True
713,7,10,3^nullity,24,0,True
713,7,10,strict_maximum_indicator,-1,256,False
714,7,10,2^nullity,0,0,True
714,7,10,3^nullity,12,0,True
714,7,10,strict_maximum_indicator,-2,128,False
715,7,10,2^nullity,0,0,True
715,7,10,3^nullity,-120,16,False
715,7,10,strict_maximum_indicator,-3,320,False
716,7,10,2^nullity,0,0,True
716,7,10,3^nullity,18,0,True
716,7,10,strict_maximum_indicator,0,0,True
717,7,10,2^nullity,0,0,True
717,7,10,3^nullity,12,0,True
717,7,10,strict_maximum_indicator,-4,96,False
718,7,10,2^nullity,0,0,True
718,7,10,3^nullity,-132,16,False
718,7,10,strict_maximum_indicator,-4,64,False
719,7,10,2^nullity,0,0,True
719,7,10,3^nullity,36,0,True
719,7,10,strict_maximum_indicator,-2,128,False
720,7,10,2^nullity,0,0,True
720,7,10,3^nullity,-132,16,False
720,7,10,strict_maximum_indicator,-2,224,False
721,7,10,2^nullity,0,0,True
721,7,10,3^nullity,30,0,True
721,7,10,strict_maximum_indicator,-1,384,False
722,7,10,2^nullity,0,0,True
722,7,10,3^nullity,12,0,True
722,7,10,strict_maximum_indicator,-4,96,False
723,7,10,2^nullity,0,0,True
723,7,10,3^nullity,-120,32,False
723,7,10,strict_maximum_indicator,-6,360,False
724,7,10,2^nullity,0,0,True
724,7,10,3^nullity,12,0,True
724,7,10,strict_maximum_indicator,1,0,True
725,7,10,2^nullity,0,0,True
725,7,10,3^nullity,-132,16,False
725,7,10,strict_maximum_indicator,-2,128,False
