hurst,sample_count,generation_and_hurst_seconds,triangulation_and_transport_seconds,total_seconds
0.25,16,0.2753616999980295,0.19209830000181682,0.46746269999130163
0.75,16,0.0020145000016782433,0.00812809998751618,0.010143699997570366
