fixture_id,p,q,tau_index,tau,minimal_crossing_number,projection_crossings,below_minimal_crossing,first_nonzero_mode,leading_mode_rank,effective_mode_count,normalized_clearance,spectral_dirichlet_energy,spectral_bending_energy,polygon_length,mean_curvature,maximum_curvature,geometric_bending_energy,median_edge_length,cpu_transfer_seconds
trefoil_2_3,2,3,27,0.04528345633243088,3,3,False,1,2,14,3.3055706750408804,4.352010380196033,31.461787103961775,13.401492296019041,1.0504927244092672,1.371836457170241,17.02903786454839,0.026207857714865255,9.159999899566174e-05
trefoil_2_3,2,3,28,0.05729161825862411,3,3,False,1,2,12,3.5939582851570697,3.6999577521354183,23.492943215826056,13.105652558966955,1.075989853598784,1.4292033754701283,17.01605180495279,0.025678505826773636,0.0001227000029757619
trefoil_2_3,2,3,29,0.07248407671437371,3,3,False,1,2,11,3.9087027980623916,3.0864538196310534,17.410964494131633,12.79663390223012,1.1018883289099923,1.5031983668153024,17.02897033388158,0.025039606282315156,0.00011510000331327319
trefoil_2_3,2,3,30,0.09170523606818065,3,3,False,1,2,10,3.7870350179963252,2.5128494922401003,12.824484962112756,12.471419638014888,1.1296988068429406,1.602925802265476,17.11750463319857,0.02433042095724732,0.0001005000012810342
trefoil_2_3,2,3,31,0.11602341788059299,3,3,False,1,2,9,3.525349180814123,1.981202124131379,9.324927915578854,12.122307051548923,1.1623733627462345,1.7462077434998355,17.36579799184606,0.02360537809019563,9.100000170292333e-05
trefoil_2_3,2,3,32,0.14679023874587108,3,3,False,1,2,8,3.2596154118976757,1.498052922754748,6.594569242254256,11.735745001363082,1.2053931979084527,1.9678351998491956,17.9306504031118,0.022881886041387363,8.860000525601208e-05
trefoil_2_3,2,3,33,0.18571573381199297,3,3,False,1,2,8,2.9735325566633874,1.0747211863741089,4.454359267619125,11.28978804012836,1.269516283530057,2.336765584082735,19.133603121186535,0.022130831144089175,0.00010110000584973022
trefoil_2_3,2,3,34,0.23496340138146393,3,3,False,1,2,7,2.6419007089677593,0.7233889718860316,2.8240566191955763,10.748742071114894,1.3775789707931412,3.007185052950689,21.710093662912364,0.021278943961600582,0.00013269999908516183
trefoil_2_3,2,3,35,0.2972704512189358,3,3,False,1,2,6,2.2258374517486628,0.45183904191717744,1.6515704883909716,10.058363482724506,1.5845346026268416,4.421223166020273,27.70160170086155,0.02021131416101386,0.0001236000025528483
trefoil_2_3,2,3,36,0.3760999400261539,3,3,False,1,2,5,1.3621479845613615,0.2598961809519175,0.8731263364283346,9.157861048165056,2.061061058323017,8.441455435188617,45.30406651576541,0.018803479717914427,9.159999899566174e-05
trefoil_2_3,2,3,37,0.4758332498493084,3,3,False,1,2,5,0.8837282499801982,0.13836531098720134,0.4085193078709666,8.047597605412811,3.754273381910449,32.572403383796036,148.36945225984874,0.017026216637299325,0.00010140000085812062
trefoil_2_3,2,3,38,0.6020136074640411,3,0,True,1,2,4,0.27200152548313894,0.07054085234897313,0.16807955012298204,7.012293122057994,11.222710820282101,369.5978935888746,1445.370751089333,0.015112673709231462,0.00012579999747686088
trefoil_2_3,2,3,39,0.7616541796661821,3,0,True,1,2,4,1.4947519260211013,0.03672322153270133,0.06384070015891036,6.545641340392457,1.9609741008193002,12.099672618397804,42.64812230505987,0.013553096872263493,0.00010299999848939478
trefoil_2_3,2,3,40,0.9636278685571338,3,0,True,1,2,3,2.6336358937965465,0.020282007756793317,0.025667660560148062,6.359891945244209,1.2034151070104078,3.4664250549995526,12.216284799153824,0.012678351901129502,0.0001601999974809587
trefoil_2_3,2,3,41,1.2191604718389941,3,0,True,1,2,3,3.3884346271592687,0.011321898817842773,0.01201914682270914,6.2996268804797815,1.0402459051526889,1.7676799940184256,7.366870724364016,0.01235657217092083,0.00010340000153519213
trefoil_2_3,2,3,42,1.5424546182129775,3,0,True,1,2,3,3.7757537313389986,0.005826502531912611,0.005879000820304719,6.285512119920392,1.0057041145498062,1.2429099715191398,6.433481796384501,0.012281487807456339,0.00010009999823523685
trefoil_2_3,2,3,43,1.951479156519718,3,0,True,1,2,2,3.9351690263964243,0.0025641287291349782,0.002566119623486593,6.2833491918075435,1.0005231481288703,1.0662845468670303,6.296316259680084,0.012271749078926154,0.00010080000356538221
trefoil_2_3,2,3,44,2.468967873261005,3,0,True,1,2,2,3.9860626538308326,0.0009106415466754716,0.0009106732502520607,6.283154994531214,1.000059408317124,1.013746925113462,6.284074924533144,0.012271566193108478,0.00010569999722065404
trefoil_2_3,2,3,45,3.123683047717644,3,0,True,1,2,2,3.9977240770534834,0.0002458465650397302,0.0002458467334601553,6.283146060068713,1.0000380786271488,1.0019507003695303,6.283512027757678,0.012271734367438529,0.00010679999832063913
trefoil_2_3,2,3,46,3.9520140736829643,3,0,True,1,2,2,3.999465276697758,4.690129763946314e-05,4.6901297862552064e-05,6.283145881979347,1.000037653470538,1.0001969331808334,6.283500807877683,0.01227176630739412,0.00013279999984661117
trefoil_2_3,2,3,47,5.0,3,0,True,1,2,1,3.9996166923824954,5.766547160866121e-06,5.766547160917102e-06,6.283145880736497,1.0000376505034567,1.000044516998713,6.283500729576464,0.012271769169064202,0.0001002000062726438
cinquefoil_2_5,2,5,0,0.0,5,5,False,2,2,34,2.6170536341402046,16.565023392678935,811.6861462412685,20.107461780113038,1.1956850498010607,1.5083980440202809,35.1918002242002,0.033090303259703184,9.510000381851569e-05
cinquefoil_2_5,2,5,1,0.0001,5,5,False,2,2,32,2.618297002928056,16.404644634312923,792.2471009289185,20.06381722956171,1.1980316504011848,1.5089354691396466,35.230624026021324,0.03313817526477859,0.00014070000179344788
cinquefoil_2_5,2,5,2,0.0001265177680741505,5,5,False,2,2,32,2.618639071924843,16.362760520395906,787.2362624956261,20.05234320980449,1.1986487505468426,1.5091050066440517,35.24073722927253,0.03315067854267214,0.00010169999586651102
cinquefoil_2_5,2,5,3,0.0001600674563846453,5,5,False,2,2,32,2.6190793276131683,16.310147871350637,780.9799097136961,20.037885186816723,1.1994264285143625,1.509334636690258,35.25342407192935,0.03316638192563834,9.329999738838524e-05
cinquefoil_2_5,2,5,4,0.00020251377323091753,5,5,False,2,2,31,2.6196483544175124,16.244179901839978,773.1946257093759,20.019685967941243,1.2004054650609275,1.5096483585229783,35.26930325079074,0.03318606407283961,9.500000305706635e-05
cinquefoil_2_5,2,5,5,0.0002562159059345033,5,5,False,2,2,31,2.6203876333014033,16.161655587693737,763.5470152538662,19.996806948471765,1.2016364113014109,1.5100804621329798,35.289120429637094,0.03321066756224219,9.210000280290842e-05
cinquefoil_2_5,2,5,6,0.00032415864563929844,5,5,False,2,2,31,2.6213541565994594,16.058712623100845,751.6528720277195,19.968090596401236,1.203181588379667,1.5106798538716593,35.3137608418557,0.033241316270339105,0.00012830000196117908
