config_id,cycles,twist,guide_field,center_offset,diffusion_time,field_line_count,integration_step_count,endpoint_displacement_mean,endpoint_displacement_max,maximum_squashing_factor,p95_squashing_factor,mean_log10_squashing_factor,maximum_unconstrained_squashing_factor,maximum_mapping_stretch,mean_log_mapping_stretch,maximum_finite_length_lyapunov,minimum_mapping_jacobian_abs_determinant,mean_area_preservation_residual,maximum_area_preservation_residual,mean_absolute_neighbor_winding,maximum_absolute_neighbor_winding,neighbor_winding_over_quarter_turn_rate,mean_direction_sphere_path_length,maximum_direction_sphere_path_length,mean_integrated_parallel_current_abs,maximum_integrated_parallel_current_abs,finite_trajectory,maximum_numerical_divergence_abs,mean_magnetic_energy_density,mean_free_energy_density_above_guide,mean_current_density,maximum_current_density,mean_lorentz_force_density,maximum_lorentz_force_density,mean_force_free_misalignment_sine
n1_k0.5_b1_s1_rho0,1,0.5,1.0,1.0,0.0,25,48,0.7448739409446716,2.1303939819335938,3.8075718879699707,3.8016951084136963,0.3864905536174774,192982.578125,1.8019871711730957,0.34614214301109314,0.03680562973022461,1.3057469004706945e-05,0.540528416633606,0.9999869465827942,0.08728666603565216,0.36148735880851746,0.05000000074505806,0.5890828371047974,1.7430102825164795,0.9531784057617188,5.321547508239746,True,1.4901161193847656e-05,0.5048612356185913,0.004861235618591309,0.06487782299518585,1.3278682231903076,0.029173698276281357,0.340725302696228,0.49478060007095337
n1_k0.5_b1_s1_rho0.5,1,0.5,1.0,1.0,0.5,25,48,0.3579535484313965,0.9056102633476257,2.288325309753418,2.2576637268066406,0.32443442940711975,2.3633527755737305,1.3019218444824219,0.16918553411960602,0.016490094363689423,0.9328464865684509,0.042237866669893265,0.0755763053894043,0.036828551441431046,0.09158453345298767,0.0,0.2662835121154785,0.4575890004634857,0.3112000823020935,1.2823493480682373,True,2.7939677238464355e-06,0.5009422898292542,0.0009422898292541504,0.029096035286784172,0.2797583043575287,0.012750063091516495,0.04264575242996216,0.5742613077163696
n1_k1_b1_s1_rho0,1,1.0,1.0,1.0,0.0,25,48,1.2029927968978882,3.2907159328460693,6.123132228851318,5.637332916259766,0.3894929885864258,14.063369750976562,2.1187779903411865,0.36065298318862915,0.046927470713853836,0.08880851417779922,0.6951857209205627,1.8192839622497559,0.14656543731689453,0.6669772267341614,0.15000000596046448,1.3123266696929932,4.217529773712158,1.7282131910324097,10.739323616027832,True,2.9802322387695312e-05,0.5194449424743652,0.019444942474365234,0.1297556310892105,2.6557364463806152,0.07515013217926025,1.362901210784912,0.5170578360557556
n1_k1_b1_s1_rho0.5,1,1.0,1.0,1.0,0.5,25,48,0.7161857485771179,1.5641878843307495,3.0544259548187256,2.936307430267334,0.37587490677833557,3.2305171489715576,1.5693817138671875,0.3154160678386688,0.028167609125375748,0.7299452424049377,0.16112367808818817,0.27005475759506226,0.07134156674146652,0.22080698609352112,0.0,0.5471543669700623,0.9799383878707886,0.6559269428253174,2.487144947052002,True,5.587935447692871e-06,0.5037693977355957,0.003769397735595703,0.058192070573568344,0.5595166087150574,0.027363920584321022,0.08627798408269882,0.588106632232666
