cycles,diffusion_time,config_count,mean_maximum_squashing_factor,max_maximum_squashing_factor,mean_mean_absolute_neighbor_winding,max_mean_absolute_neighbor_winding,mean_mean_direction_sphere_path_length,max_mean_direction_sphere_path_length,mean_maximum_finite_length_lyapunov,max_maximum_finite_length_lyapunov,mean_mean_integrated_parallel_current_abs,max_mean_integrated_parallel_current_abs,mean_mean_free_energy_density_above_guide,max_mean_free_energy_density_above_guide,mean_mean_lorentz_force_density,max_mean_lorentz_force_density
1,0.0,2,4.9653520584106445,6.123132228851318,0.11692605167627335,0.14656543731689453,0.9507047533988953,1.3123266696929932,0.04186655022203922,0.046927470713853836,1.3406957983970642,1.7282131910324097,0.012153089046478271,0.019444942474365234,0.052161915227770805,0.07515013217926025
1,0.5,2,2.6713756322860718,3.0544259548187256,0.054085059091448784,0.07134156674146652,0.4067189395427704,0.5471543669700623,0.022328851744532585,0.028167609125375748,0.48356351256370544,0.6559269428253174,0.0023558437824249268,0.003769397735595703,0.02005699183791876,0.027363920584321022
