fixture_id,channel,bandwidth,grid_size,tau_count,four_chromatic_count,three_chromatic_count,initial_odd_degree_fraction,final_odd_degree_fraction,mean_odd_degree_fraction,final_initial_diagonal_mismatch,maximum_initial_diagonal_mismatch,initial_four_spin_correlation,final_four_spin_correlation,bending_frustration_correlation
trefoil_T_2_3,curvature_density,0.16,9,3,3,0,0.5853658318519592,0.6097560524940491,0.5853658318519592,0.078125,0.078125,-0.061224489795918366,-0.061224489795918366,-0.6675078476158617
trefoil_T_2_3,curvature_density,0.16,17,3,3,0,0.38620689511299133,0.37931033968925476,0.38620689511299133,0.08203125,0.08203125,0.48444444444444446,0.5022222222222222,0.6675078476158617
trefoil_T_2_3,signed_turning,0.16,9,3,3,0,0.5365853309631348,0.5121951103210449,0.5203251838684082,0.0625,0.0625,0.1020408163265306,0.18367346938775508,0.7446027621297412
trefoil_T_2_3,signed_turning,0.16,17,3,3,0,0.35172414779663086,0.35862070322036743,0.35402299960454303,0.0546875,0.0546875,0.5733333333333334,0.5555555555555556,-0.9503801343256787
