fixture_id,p,q,tau,is_projection_fall_state,projection_crossings,inflation_level,scale_regime,cell_scale,occupied_tetrahedra,itinerary_transitions,unique_transition_pairs,occupied_type_simplex_classes,occupancy_entropy,maximum_cell_curvature_fraction,mean_cell_diameter,positive_space_form_force_mean_per_mv2,positive_space_form_force_max_per_mv2,negative_space_form_force_mean_per_mv2,negative_space_form_force_min_per_mv2,space_form_force_asymmetry_ratio,visited_defect_class_count,minimum_visited_bounded_relation_residual,median_visited_bounded_relation_residual,nonzero_projected_winding_count,nonzero_projected_winding_fraction,maximum_absolute_projected_winding,total_polygonal_turning,tangent_holonomy_angle
cinquefoil_2_5,2,5,0.0,False,5,2,macroscopic,0.47124611797498106,115,117,117,46,4.442885065034453,0.04540846138750525,1.3975430878764867,0.3713527297717838,0.5195023822113088,-0.3561938181585921,-0.49829588482101517,1.0425580423926457,46,0.00021040931345984198,0.0015154609818577242,68,0.591304347826087,2,26.109650555790502,1.0240156618267469
cinquefoil_2_5,2,5,0.02,False,5,-2,microscopic,0.06875388202501892,390,390,390,47,5.882229983394845,0.013563950091042663,0.2084232556635694,2.4792250041950927,3.5607222993859358,-2.3780210821695174,-3.4153708039258546,1.0425580423926457,47,0.00021040931345984198,0.0015154609818577242,251,0.6435897435897436,2,21.558770071935946,-1.2472150141501948
cinquefoil_2_5,2,5,0.02,False,5,-1,microscopic,0.11124611797498106,306,306,306,44,5.581221529707355,0.011056159427348349,0.3393161909807324,1.522135755766541,2.2006474055201863,-1.4600009724861707,-2.11081524101023,1.0425580423926455,44,0.00021040931345984198,0.0015499711582184208,166,0.542483660130719,2,21.558770071935946,-1.2472150141501948
cinquefoil_2_5,2,5,0.02,False,5,0,mesoscopic,0.18,212,212,212,41,5.17821943566557,0.0188735855440882,0.552452788712944,0.9314124356169926,1.114157502113776,-0.893391444642663,-1.0686767132473616,1.042558042392646,41,0.00021040931345984198,0.0015154609818577242,139,0.6556603773584906,2,21.558770071935946,-1.2472150141501948
cinquefoil_2_5,2,5,0.02,False,5,1,macroscopic,0.29124611797498107,137,139,139,40,4.687505405076843,0.029710801859416974,0.889125179720692,0.580886057756559,0.840572511654435,-0.557173830267943,-0.806259678094604,1.042558042392646,40,0.00021040931345984198,0.0015154609818577242,92,0.6715328467153284,2,21.558770071935946,-1.2472150141501948
cinquefoil_2_5,2,5,0.02,False,5,2,macroscopic,0.47124611797498106,95,102,101,40,4.287998097687891,0.051494302015720146,1.367938784740189,0.38105098603922394,0.5195023822113088,-0.3654961839483978,-0.49829588482101517,1.0425580423926457,40,0.00021040931345984198,0.0015499711582184208,56,0.5894736842105263,2,21.558770071935946,-1.2472150141501948
cinquefoil_2_5,2,5,0.1,False,5,-2,microscopic,0.06875388202501892,346,346,346,46,5.716079008576984,0.017598194083146827,0.20825776022615738,2.4870739336617715,3.5607222993859353,-2.3855496121386164,-3.415370803925854,1.042558042392646,46,0.00021040931345984198,0.0015499711582184208,236,0.6820809248554913,2,13.11587514511708,-1.0838481506195714
cinquefoil_2_5,2,5,0.1,False,5,-1,microscopic,0.11124611797498106,245,245,245,46,5.34400817129531,0.020440206863688987,0.33367954401232014,1.5504365431761506,2.2006474055201837,-1.4871464994101777,-2.110815241010228,1.0425580423926457,46,0.00021040931345984198,0.0015499711582184208,166,0.6775510204081633,2,13.11587514511708,-1.0838481506195714
cinquefoil_2_5,2,5,0.1,False,5,0,mesoscopic,0.18,178,180,180,44,4.978374796862598,0.04078544244632757,0.5211885491716322,0.9959314326539856,1.3600748938657492,-0.9552767252826968,-1.3045555629156242,1.0425580423926457,44,0.00021040931345984198,0.001607544434391563,117,0.6573033707865168,2,13.11587514511708,-1.0838481506195714
cinquefoil_2_5,2,5,0.1,False,5,1,macroscopic,0.29124611797498107,107,118,111,35,4.397308239418481,0.056812291705701276,0.825290917874867,0.6277590128425703,0.840572511654435,-0.6021333943210283,-0.806259678094604,1.0425580423926457,35,0.00021040931345984198,0.0015844813345791177,62,0.5794392523364486,2,13.11587514511708,-1.0838481506195714
cinquefoil_2_5,2,5,0.1,False,5,2,macroscopic,0.47124611797498106,60,77,67,22,3.8695195206116497,0.06375666620574627,1.2763058955079192,0.40431943397879844,0.5195023822113088,-0.3878147954725811,-0.49829588482101517,1.0425580423926457,22,0.0003872277528176844,0.0016306075342045734,26,0.43333333333333335,2,13.11587514511708,-1.0838481506195714
cinquefoil_2_5,2,5,0.5,False,5,-2,microscopic,0.06875388202501892,284,359,323,45,5.50668295933444,0.011753533736208452,0.21270472514121241,2.4261902150571886,3.5607222993859344,-2.327151214995321,-3.4153708039258532,1.0425580423926457,45,0.00021040931345984198,0.0015154609818577242,170,0.5985915492957746,2,12.566370640640745,-3.130677888633267e-05
cinquefoil_2_5,2,5,0.5,False,5,-1,microscopic,0.11124611797498106,182,257,211,47,4.979011001568431,0.019355278406082914,0.33477341096369134,1.5475863004967678,2.2006474055201837,-1.4844126058872407,-2.110815241010228,1.042558042392646,47,0.00021040931345984198,0.0015154609818577242,107,0.5879120879120879,2,12.566370640640745,-3.130677888633267e-05
cinquefoil_2_5,2,5,0.5,False,5,0,mesoscopic,0.18,100,162,113,41,4.324126072873984,0.03111454014877268,0.5202866598907627,1.001262128455176,1.3600748938657492,-0.9603898178726848,-1.3045555629156242,1.0425580423926457,41,0.00021040931345984198,0.0015844813345791177,57,0.5700000000000001,2,12.566370640640745,-3.130677888633267e-05
